date,ticker,prev_close,krx_close,rule_upper_limit_price,rule_lower_limit_price,limit_pct_applied,rule_upper_candidate,rule_lower_candidate,w001_limit_lock_candidate,reconciliation_class
2026-03-16,069460,555.0,721.0,721.5,388.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2019-01-31,070960,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-03-05,071090,3070.0,3990.0,3991.0,2149.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-15,071090,3950.0,5130.0,5135.0,2765.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-07-23,071090,4450.0,5780.0,5785.0,3115.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-04,071950,2985.0,2090.0,3880.5,2089.5,0.3,False,True,False,rule_candidate_but_no_repo_flag
2023-01-27,072130,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-09-15,072710,88000.0,114400.0,114400.0,61599.99999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2019-06-18,074610,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-05-21,075580,9260.0,12030.0,12038.0,6482.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-17,077970,33850.0,44000.0,44005.0,23695.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-19,078000,9810.0,12750.0,12753.0,6867.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-23,078000,14550.0,18910.0,18915.0,10185.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-01,079550,611000.0,794000.0,794300.0,427700.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-03,079900,50400.0,65500.0,65520.0,35280.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-02,079980,2790.0,3625.0,3627.0,1952.9999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-10,083420,5800.0,7540.0,7540.0,4059.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-22,083420,7800.0,10140.0,10140.0,5460.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-19,084670,7170.0,9320.0,9321.0,5019.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-20,084670,9320.0,12110.0,12116.0,6524.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-21,084670,12110.0,15740.0,15743.0,8477.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-02,084670,12650.0,16440.0,16445.0,8855.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-05,084670,21350.0,27750.0,27755.0,14944.999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-09,084670,27750.0,36050.0,36075.0,19425.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-10,084670,36050.0,46850.0,46865.0,25235.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-11,084670,46850.0,60900.0,60905.0,32795.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-15,084670,60900.0,79100.0,79170.0,42630.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-16,084670,79100.0,102800.0,102830.0,55370.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-17,084670,102800.0,133600.0,133640.0,71960.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-14,084670,55500.0,72100.0,72150.0,38850.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-07-31,085310,819.0,1064.0,1064.7,573.3,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-08-27,085310,977.0,1270.0,1270.1000000000001,683.9,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-21,085310,1235.0,1605.0,1605.5,864.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-14,085310,1285.0,1670.0,1670.5,899.4999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-20,085620,9540.0,12400.0,12402.0,6678.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-23,085620,12400.0,16120.0,16120.0,8680.0,0.3,True,False,True,matched_limit_candidate
2026-03-05,085620,10440.0,13570.0,13572.0,7307.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-16,085620,13200.0,17160.0,17160.0,9240.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-20,088350,5080.0,6600.0,6604.0,3556.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-23,090080,972.0,1263.0,1263.6000000000001,680.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-14,090080,1500.0,1950.0,1950.0,1050.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-12,090080,1604.0,2085.0,2085.2000000000003,1122.8,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-27,090370,1251.0,1626.0,1626.3,875.6999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2020-09-02,092220,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-02-24,092220,791.0,1028.0,1028.3,553.6999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-22,092220,1418.0,1843.0,1843.4,992.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-14,092780,3595.0,4670.0,4673.5,2516.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-15,092780,4670.0,6070.0,6071.0,3269.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-16,092780,6070.0,7890.0,7891.0,4249.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-28,092790,16630.0,21600.0,21619.0,11641.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-29,093240,1152.0,1497.0,1497.6000000000001,806.4,0.3,True,False,False,rule_candidate_but_no_repo_flag
2022-10-20,096300,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-03-04,097230,6100.0,7930.0,7930.0,4270.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2020-03-05,099340,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-07-24,100840,37900.0,49250.0,49270.0,26530.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-10,101140,5310.0,6900.0,6903.0,3716.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-25,101140,6950.0,9030.0,9035.0,4865.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-28,101140,9030.0,11730.0,11739.0,6321.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-16,109070,779.0,1012.0,1012.7,545.3,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-20,109070,943.0,1225.0,1225.9,660.0999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-13,109070,1368.0,1778.0,1778.4,957.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-14,109070,1778.0,2310.0,2311.4,1244.6,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-03,117580,8040.0,10450.0,10452.0,5628.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-04,117580,10450.0,13580.0,13585.0,7314.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-18,118000,284.0,369.0,369.2,198.79999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2020-06-22,120030,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-06-20,123690,7280.0,9460.0,9464.0,5096.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-03,128820,4795.0,6230.0,6233.5,3356.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-11,128820,5940.0,7720.0,7722.0,4158.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-17,128820,8030.0,10430.0,10439.0,5621.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-04,128820,8650.0,11240.0,11245.0,6055.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2020-08-05,128940,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2024-07-18,130660,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2026-01-27,130660,12270.0,14750.0,15951.0,8589.0,0.3,False,False,True,repo_candidate_but_no_official_support
2025-07-29,133820,918.0,1193.0,1193.4,642.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-26,152550,237.0,308.0,308.1,165.89999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-02,152550,234.0,304.0,304.2,163.79999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-04-25,161000,7970.0,10360.0,10361.0,5579.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-30,161000,11400.0,14820.0,14820.0,7979.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-13,180640,89200.0,115900.0,115960.0,62439.99999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-14,180640,115900.0,150600.0,150670.0,81130.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-27,194370,9060.0,11770.0,11778.0,6342.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-18,214390,5490.0,7130.0,7137.0,3842.9999999999995,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-16,217590,16770.0,21800.0,21801.0,11739.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-23,217590,18200.0,23650.0,23660.0,12740.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-17,217590,13810.0,17950.0,17953.0,9667.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-13,217590,24200.0,31450.0,31460.0,16940.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-01-17,229640,39100.0,50800.0,50830.0,27370.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-18,244920,5900.0,7670.0,7670.0,4130.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2022-07-21,249420,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-07-07,249420,13890.0,18050.0,18057.0,9723.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-03-18,271980,10400.0,13520.0,13520.0,7279.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-05,272210,116000.0,150800.0,150800.0,81200.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-21,298020,292000.0,379500.0,379600.0,204400.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-05-14,322000,33900.0,44050.0,44070.0,23730.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-27,322000,80000.0,104000.0,104000.0,56000.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-06,322000,90100.0,117100.0,117130.0,63069.99999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-03,322000,147000.0,191100.0,191100.0,102900.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2020-07-03,326030,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2020-07-06,326030,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-10-28,336260,31400.0,40800.0,40820.0,21980.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-12,336370,9150.0,11890.0,11895.0,6405.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-01,372910,2640.0,3430.0,3432.0,1847.9999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-06-09,377300,38100.0,49500.0,49530.0,26670.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-23,377300,52200.0,67800.0,67860.0,36540.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-08,378850,3000.0,3900.0,3900.0,2100.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-08-05,439260,79900.0,103800.0,103870.0,55930.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-11,450140,3505.0,4555.0,4556.5,2453.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-12,450140,4555.0,5920.0,5921.5,3188.5,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-15,450140,5920.0,7690.0,7696.0,4144.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-16,450140,7690.0,9990.0,9997.0,5383.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-17,450140,9990.0,12980.0,12987.0,6993.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-09-22,450140,9700.0,12610.0,12610.0,6790.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-10-16,450140,9470.0,12310.0,12311.0,6629.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-05,450140,8080.0,10500.0,10504.0,5656.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-10,450140,10100.0,13130.0,13130.0,7070.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-11-25,450140,8070.0,10490.0,10491.0,5649.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-05,450140,11210.0,14570.0,14573.0,7846.999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-12-09,450140,15480.0,10840.0,20124.0,10836.0,0.3,False,True,False,rule_candidate_but_no_repo_flag
2025-12-17,452260,1110.0,1443.0,1443.0,777.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-14,452260,1248.0,1622.0,1622.4,873.5999999999999,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-04-24,452260,2570.0,3340.0,3341.0,1798.9999999999998,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-01-19,457190,60200.0,78200.0,78260.0,42140.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2023-08-01,462520,nan,nan,nan,nan,0.3,False,False,True,repo_candidate_but_no_official_support
2025-03-24,465770,8410.0,10930.0,10933.0,5887.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-03,465770,5920.0,7690.0,7696.0,4144.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-03-12,475150,28750.0,37350.0,37375.0,20125.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-07-01,487570,70500.0,91600.0,91650.0,49350.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
2025-02-13,489790,41850.0,54400.0,54405.0,29294.999999999996,0.3,True,False,False,rule_candidate_but_no_repo_flag
2026-02-24,489790,61900.0,80400.0,80470.0,43330.0,0.3,True,False,False,rule_candidate_but_no_repo_flag
