file,line_no,trigger_token,benign_reason,line_excerpt
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/report.md,56,recovery_performed,negation/fixed-False context (2-line window),- recovery_required=True; **recovery_performed=False**;
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/report.md,62,recovery_performed,negation/fixed-False context (2-line window),- recovery_performed=False for ALL 42.
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/report.md,64,strategy_ready,negation/fixed-False context (2-line window),"- Every row remains fail-closed: manual_review_required=True, executable_or_safe=False, downstream_authoritative=False, parsed_clean_and_usable=False, strategy_"
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/report.md,68,event-log finaliz,negation/fixed-False context (2-line window),"- NO strategy, backtest, execution simulation, C2/C3, event-log finalization, executable-status table, or production/paper/live/P08/shadow work occurred."
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,17,event-log finaliz,negation/fixed-False context (2-line window),all-event event-log finalization / executable-status final table / production /
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,27,event-log finaliz,negation/fixed-False context (2-line window),"no C2/C3, no event-log finalization, no executable-status table, no strategy /"
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,47,recovery_performed,negation/fixed-False context (2-line window),"- Recovery boundary flags (all 42): recovery_required=True, recovery_performed=False,"
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,51,strategy_ready,negation/fixed-False context (2-line window),"downstream_authoritative=False, parsed_clean_and_usable=False, strategy_ready=False,"
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,52,production_ready,negation/fixed-False context (2-line window),production_ready=False.
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,62,strategy-ready,negation/fixed-False context (2-line window),"repaired, parsed, extracted, safe, executable, production-ready, strategy-ready, or"
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,63,authoritative,negation/fixed-False context (2-line window),downstream-authoritative. No effective_date was assigned. No parser behaviour
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,88,event log finaliz,negation/fixed-False context (2-line window),- No execution simulation. No C2/C3 integration. No all-event event log finalization.
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,100,strategy-ready,negation/fixed-False context (2-line window),- No parser result described as strategy-ready.
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,101,authoritative,negation/fixed-False context (2-line window),- No correction row treated as authoritative unless high_validated and validated.
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,102,authoritative,negation/fixed-False context (2-line window),- No medium / low / no_link correction row treated as authoritative.
reports/experiments/measurement_A0/KR_STATUS_SOURCE_RECOVERY_CANDIDATE_MANIFEST_A0/CLOSE_NOTE.md,109,strategy-ready,negation/fixed-False context (2-line window),- No card may be described as strategy-ready.
docs/next_actions.md,22,event-log finaliz,negation/fixed-False context (2-line window),"NO candidate/body rerun, NO downstream wiring, NO C2/C3, NO event-log finalization,"
docs/next_actions.md,23,executable-status table,negation/fixed-False context (2-line window),"NO executable-status table, NO strategy/performance/execution.** No new data;"
docs/next_actions.md,49,recovery_performed,negation/fixed-False context (2-line window),"7 low). All 42 recovery-gated + fail-closed: recovery_performed=False,"
docs/next_actions.md,52,strategy_ready,negation/fixed-False context (2-line window),downstream_authoritative / parsed_clean_and_usable / strategy_ready / production_ready
docs/next_actions.md,86,authoritative,negation/fixed-False context (2-line window),manual_review_required=True; executable_or_safe / downstream_authoritative /
docs/next_actions.md,87,strategy_ready,negation/fixed-False context (2-line window),parsed_clean_and_usable / strategy_ready / production_ready / effective_date_extracted
docs/next_actions.md,118,authoritative,negation/fixed-False context (2-line window),executable_or_safe / downstream_authoritative / parsed_clean_and_usable /
docs/next_actions.md,119,strategy_ready,negation/fixed-False context (2-line window),strategy_ready / production_ready = False); 42 zip need separate source-recovery
docs/next_actions.md,121,authoritative,negation/fixed-False context (2-line window),review-only; 166 corrections non-authoritative. NOT an event log / executable-status
docs/next_actions.md,149,authoritative,negation/fixed-False context (2-line window),`downstream_authoritative=False` + `supersession_wired=False` on all 166; the 39
docs/next_actions.md,150,recovery_performed,negation/fixed-False context (2-line window),zip_unparseable `recovery_performed=False` (need separate verdict + download
docs/next_actions.md,153,strategy-ready,negation/fixed-False context (2-line window),design-only; no row executable/strategy-ready/downstream-authoritative.
docs/next_actions.md,165,authoritative,negation/fixed-False context (2-line window),"**with a mandatory wording correction** (the word ""AUTHORITATIVE"" removed → ""body-gated"
docs/next_actions.md,185,authoritative,negation/fixed-False context (2-line window),conservative framework; medium/low/no_link/blocked NOT authoritative; no correction
docs/next_actions.md,186,strategy-ready,negation/fixed-False context (2-line window),row executable/strategy-ready; supersession NOT wired.
docs/next_actions.md,205,100%,negation/fixed-False context (2-line window),"- usable html_inline: **12,145 = 99.66% (NOT 100%)**."
docs/next_actions.md,216,100%,negation/fixed-False context (2-line window),NO 100% universe-completion claim; NO strategy-readiness implication.
docs/next_actions.md,229,100%,negation/fixed-False context (2-line window),estimate ~98.3%; 88-row holdout 100%; 3 zip_unparseable residual defects; no
docs/next_actions.md,248,100%,negation/fixed-False context (2-line window),"- body_unavailable on remaining: 5,744 → **0** (100% coverage shift)."
docs/next_actions.md,252,100%,negation/fixed-False context (2-line window),"**Universe-level coverage estimate (NOT 100%, ~98.3%):**"
docs/next_actions.md,256,100%,negation/fixed-False context (2-line window),- Accepted as estimate; not a claim of perfect 100% coverage.
docs/next_actions.md,278,100%,negation/fixed-False context (2-line window),"- This phase does NOT describe the 12,187-row universe as 100% body-complete."
docs/next_actions.md,279,strategy-ready,negation/fixed-False context (2-line window),- No card is strategy-ready.
docs/next_actions.md,303,100%,negation/fixed-False context (2-line window),"coverage ~52.5%; 84-row holdout 100% success; 5,744 body_unavailable rows"
docs/next_actions.md,351,strategy-ready,negation/fixed-False context (2-line window),- No card is strategy-ready.
docs/next_actions.md,415,strategy-ready,negation/fixed-False context (2-line window),- No card is strategy-ready.
docs/next_actions.md,512,strategy-ready,negation/fixed-False context (2-line window),- No card is strategy-ready.
docs/next_actions.md,542,event log finaliz,negation/fixed-False context (2-line window),- No all-event event log finalization.
docs/next_actions.md,575,strategy-ready,negation/fixed-False context (2-line window),output strategy-ready.
docs/next_actions.md,631,strategy-ready,negation/fixed-False context (2-line window),- Parser outputs MUST NOT be treated as strategy-ready.
docs/next_actions.md,632,strategy-ready,negation/fixed-False context (2-line window),- No card is strategy-ready.
docs/next_actions.md,689,strategy-ready,negation/fixed-False context (2-line window),- No card is strategy-ready.
docs/next_actions.md,934,authoritative,"data-provenance 'authoritative source/dataset', not a row-status claim","- L1: pykrx 005930 OHLCV (2014-03-03 → 2026-05-22, 3,000 dates, authoritative)."
docs/next_actions.md,940,100%,"legitimate measurement percentage (holdout/mapping/coverage), not universe-usable claim","- T+1 mapping: 4,021/4,021 match (100%); 0 mismatches."
docs/next_actions.md,992,authoritative,"data-provenance 'authoritative source/dataset', not a row-status claim",| `KR-KRX-CALENDAR-SOURCE-ACQUISITION-A0` | Acquire authoritative KRX calendar. **Referee-recommended next direction if priority = execution-simulation readines
docs/next_actions.md,1029,authoritative,"data-provenance 'authoritative source/dataset', not a row-status claim",| `KR-KRX-CALENDAR-SOURCE-ACQUISITION-A0` | Acquire / reconcile authoritative KRX calendar. **Most natural next if priority = execution-simulation readiness.** 
docs/next_actions.md,1054,authoritative,negation/fixed-False context (2-line window),- `defect_patch_plan.csv` is authoritative per-defect patch-status record.
docs/next_actions.md,1107,authoritative,negation/fixed-False context (2-line window),| `KR-CALENDAR-PANEL-ALIGN-A0-001` | **ACCEPTED / PARTIAL** — 0 off-calendar / 0 missing / 0 duplicate. T+1 reproducible vs union calendar. 그러나 authoritative KR
docs/next_actions.md,1122,authoritative,negation/fixed-False context (2-line window),| `KR-KRX-CALENDAR-SOURCE-ACQUISITION-A0` | Acquire / reconcile authoritative KRX trading calendar; close calendar-source ambiguity | measurement-layer only |
docs/next_actions.md,1200,strategy-ready,negation/fixed-False context (2-line window),- No parser result described as strategy-ready
docs/next_actions.md,1201,strategy-ready,negation/fixed-False context (2-line window),- No card may be described as strategy-ready
docs/next_actions.md,1204,event log finaliz,negation/fixed-False context (2-line window),- No unified all-event event log finalization
docs/next_actions.md,1217,100%,negation/fixed-False context (2-line window),"| Round 6 | C2-C3-DESIGN-FINALIZATION (9 design-only outputs, **CLOSED**) → Measurement-layer A0 initial pass (P0-1/P0-2/P1 + P2 backlog registers, **CLOSED AS "
