correction_rcept_no,corp_name,stock_code,correction_report_nm,confidence_5tier,residual_action_class,candidate_rcept_no,candidate_report_nm,candidate_rcept_dt_iso,body_format_cache,body_refs_candidate_title,body_refs_candidate_date,title_similarity,manual_review_required,human_validation_claimed,authoritative,review_question
20220104900567,나노캠텍,091970,[기재정정]주권매매거래정지기간변경(개선기간 부여),medium_needs_manual,body_confirms_candidate_but_below_high,20211116900479,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),2021-11-16,html_inline,True,False,0.526,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20180321900419,수성웹툰,084180,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),medium_needs_manual,zip_unparseable_requires_source_recovery,20180316901538,주권매매거래정지기간변경(상장폐지 사유 발생),2018-03-16,zip_unparseable,False,False,0.889,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20240610900602,대양제지공업,006580,[기재정정]기타시장안내              (상장폐지결정 및 주권매매거래정지의 해제),medium_needs_manual,body_confirms_candidate_but_below_high,20240417900706,주권매매거래정지              (상장폐지 사유발생),2024-04-17,html_inline,True,False,0.537,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20240402900836,디에이테크놀로지,196490,[기재정정]주권매매거래정지              (풍문 또는 보도 관련),medium_needs_manual,body_confirms_candidate_but_below_high,20240306900791,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",2024-03-06,html_inline,True,False,0.607,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20181008900702,지디,155960,[기재정정]주권매매거래정지해제,low_needs_manual,zip_unparseable_requires_source_recovery,20180927900044,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),2018-09-27,zip_unparseable,False,False,0.455,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20181008900701,우성아이비,194610,[기재정정]주권매매거래정지해제,no_link,zip_unparseable_requires_source_recovery,20180927900051,주권매매거래정지해제(상장폐지에 따른 정리매매 개시)),2018-09-27,zip_unparseable,False,False,0.444,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20250626900815,푸른소나무,057880,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20250624900626,주권매매거래정지기간변경              (회생절차 개시결정),2025-06-24,html_inline,False,False,0.635,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20250620900644,엔케이젠바이오텍코리아,182400,[기재정정]기타시장안내              (감사의견 관련 형식적 상장폐지 사유 해소 및 매매거래정지 지속 안내),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20250321902323,주권매매거래정지기간변경              (상장폐지 사유 발생),2025-03-21,html_inline,False,False,0.505,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20250612900585,세토피아,222810,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20250424900608,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정 등),2025-04-24,html_inline,False,False,0.617,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20250407601332,나라소프트,288490,[기재정정]주권매매거래정지기간변경              (사업보고서 미제출),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20250310600141,주권매매거래정지기간변경              (지정자문인 선임계약의 해지),2025-03-10,html_inline,False,False,0.682,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20250407601118,엘리비젼,276240,[기재정정]주권매매거래정지              (상장폐지 사유발생),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20250123900765,캔버스엔,210120,[기재정정]주권매매거래정지해제              (액면분할 주권 변경상장),medium_needs_manual,body_confirms_candidate_but_below_high,20241230900744,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",2024-12-30,html_inline,True,False,0.652,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20190424600679,로지스몬,223220,[기재정정]주권매매거래정지기간변경,low_needs_manual,zip_unparseable_requires_source_recovery,20190321601781,주권매매거래정지기간변경,2019-03-21,zip_unparseable,False,False,0.8,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20190415900808,모다,149940,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),medium_needs_manual,zip_unparseable_requires_source_recovery,20190321901780,주권매매거래정지기간변경(상장폐지 사유 발생),2019-03-21,zip_unparseable,False,False,0.889,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20190411900687,에스마크,030270,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),medium_needs_manual,zip_unparseable_requires_source_recovery,20190321901751,주권매매거래정지기간변경(상장폐지 사유 발생),2019-03-21,zip_unparseable,False,False,0.889,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20221027800436,포스코스틸리온,058430,[기재정정]생산재개(자율공시),no_link,no_link_insufficient_evidence,20220913800077,생산재개(자율공시),2022-09-13,html_inline,False,True,0.769,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20230518900519,오스템임플란트,048260,[기재정정]주권매매거래정지(투자자보호사유 : 자진 상장폐지 결정),medium_needs_manual,body_confirms_candidate_but_below_high,20230227901180,주권매매거래정지(투자자 보호),2023-02-27,html_inline,True,False,0.577,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20230407901311,비디아이,148140,"[기재정정]주권매매거래정지기간변경(상장폐지 사유 해소, 사업보고서 미제출)",rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20220826900407,주권매매거래정지기간변경(상장폐지 사유 발생),2022-08-26,html_inline,False,False,0.677,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20230407901054,노블엠앤비,106520,[기재정정]주권매매거래정지(풍문 또는 보도 관련),medium_needs_manual,body_confirms_candidate_but_below_high,20230316902288,주권매매거래정지(관리종목지정우려),2023-03-16,html_inline,True,False,0.489,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20251219900832,파두,440110,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),medium_needs_manual,body_confirms_candidate_but_below_high,20251218900793,주권매매거래정지              (상장심사 제출서류 중요사항 거짓 기재 관련 보도),2025-12-18,html_inline,True,False,0.583,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20251029900260,디앤디파마텍,347850,[기재정정]주권매매거래정지              (무상증자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20180724800459,금호타이어,073240,[기재정정]채권은행등의관리절차해제,no_link,zip_unparseable_requires_source_recovery,20180723800527,채권은행등의관리절차해제,2018-07-23,zip_unparseable,False,False,0.8,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20260323801944,핸즈코퍼레이션,143210,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20260323801642,핸즈코퍼레이션,143210,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20260323901219,롤링스톤,214610,[기재정정]주권매매거래정지              (풍문 또는 보도 관련),medium_needs_manual,body_confirms_candidate_but_below_high,20250409900688,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",2025-04-09,html_inline,True,False,0.607,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20260319902113,케이이엠텍,106080,"[기재정정]주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",high_validated,accepted_high_validated_design_only,20260309901397,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",2026-03-09,html_inline,True,True,0.941,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20260223900512,에어레인,163280,[기재정정]주권매매거래정지              (무상증자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20260205600092,이앤에치,341310,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),high_validated,accepted_high_validated_design_only,20260204601223,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),2026-02-04,html_inline,False,True,0.936,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20260123900670,케이에이치미래물산,111870,[기재정정]기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각결정에 따른 정리매매절차 재개),no_link,no_link_insufficient_evidence,20251230900736,기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각결정에 따른 정리매매절차 재개),2025-12-30,html_inline,False,True,0.953,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20260123900664,케이에이치건설,226360,[기재정정]기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각에 따른 정리매매절차 재개 ),no_link,no_link_insufficient_evidence,20251230900883,기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각에 따른 정리매매절차 재개 ),2025-12-30,html_inline,False,True,0.952,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20260506900571,딥커머스,900110,[기재정정]주권매매거래정지              ,medium_needs_manual,body_confirms_candidate_but_below_high,20260430901775,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",2026-04-30,html_inline,True,False,0.579,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20260401901549,이화공영,001840,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),medium_needs_manual,body_confirms_candidate_but_below_high,20260325901509,주권매매거래정지기간변경              (상장폐지 사유 해소),2026-03-25,html_inline,True,False,0.75,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20210323901856,에스디시스템,121890,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),high_validated,accepted_high_validated_design_only,20200402900823,주권매매거래정지기간변경(상장폐지 사유 발생),2020-04-02,html_inline,True,False,0.889,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20210315901847,지스마트글로벌,114570,"[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생, 상장적격성 실질심사대상(사유발생))",rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20200323902004,"주권매매거래정지기간변경(상장폐지 사유 발생, 주식의 병합, 분할 등 전자등록 변경, 말소)",2020-03-23,html_inline,False,False,0.54,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20210217900273,엔텔스,069410,[기재정정]주권매매거래정지(무상증자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20210217900264,엔텔스,069410,[기재정정]주권매매거래정지(무상증자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20210120900703,이엠네트웍스,087730,[기재정정]주권매매거래정지기간변경(회생절차 개시신청),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20210107900567,"주권매매거래정지기간변경(주식의 병합, 분할 등 전자등록 변경, 말소)",2021-01-07,html_inline,False,False,0.448,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20210104900051,디모아,016670,[기재정정]주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20231207900088,한화플러스제2호기업인수목적,386580,[기재정정]주권매매거래정지(SPAC 합병(예비심사청구대상)),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20231205900605,리메드,302550,"[기재정정]주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20191230800862,씨아이테크,004920,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,zip_unparseable_requires_source_recovery,,,,zip_unparseable,False,False,,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20191004900529,글로앤웰,035480,[기재정정]주권매매거래정지해제(상장폐지에 따른 정리매매 개시),medium_needs_manual,zip_unparseable_requires_source_recovery,20191002900616,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),2019-10-02,zip_unparseable,False,False,0.903,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20240328800097,한창,005110,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,medium_needs_manual,body_confirms_candidate_but_below_high,20230707800120,매매거래정지및정지해제(중요내용공시),2023-07-07,html_inline,True,False,0.508,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20240214901016,NPX,222160,[기재정정]주권매매거래정지              (상장적격성 실질심사 대상(사유대상)),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20200907900245,푸른소나무,057880,[기재정정]주권매매거래정지(단일판매공급계약),medium_needs_manual,body_confirms_candidate_but_below_high,20200312902348,주권매매거래정지(관리종목지정우려),2020-03-12,html_inline,True,False,0.476,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20200904900564,인콘,083640,"[기재정정]주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20200814902049,세중,039310,[기재정정]주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20200805900060,KD,044180,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),high_validated,accepted_high_validated_design_only,20200804900490,기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),2020-08-04,html_inline,True,True,0.936,True,False,False,Confirm the body-confirmed link is correct before any future use (design-only).
20200728800110,다이나믹디자인,145210,[기재정정]채권은행등의관리절차해제,no_link,no_link_insufficient_evidence,20200727800505,채권은행등의관리절차해제,2020-07-27,html_inline,False,True,0.8,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20200713900454,베노티앤알,206400,[기재정정]주권매매거래정지(주권매매거래정지 사유취소),no_link,no_link_insufficient_evidence,,,,html_inline,False,False,,True,False,False,Candidate(s) too weak — does a correct original exist locally at all?
20210907900509,에스에이치엔엘,050320,[기재정정]주권매매거래정지기간변경(개선기간 부여),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20200907900640,주권매매거래정지기간변경(개선기간 부여),2020-09-07,html_inline,False,False,0.875,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20210825800494,에이치디현대인프라코어,042670,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20220906900550,지나인제약,078650,[기재정정]주권매매거래정지기간변경(개선기간 부여),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20220408900716,주권매매거래정지기간변경(개선기간 부여),2022-04-08,html_inline,False,False,0.875,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20220906900547,일월지엠엘,178780,[기재정정]주권매매거래정지기간변경(개선기간 부여),medium_needs_manual,body_confirms_candidate_but_below_high,20220816902814,주권매매거래정지기간변경(상장폐지 사유 발생),2022-08-16,html_inline,True,False,0.588,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20220905900418,피에스케이,319660,[기재정정]주권매매거래정지(무상증자),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20220816903047,비보존 제약,082800,[기재정정]주권매매거래정지해제(풍문 등 조회결과 공시),no_link,no_link_original_not_found,,,,html_inline,False,False,,True,False,False,Is the original disclosure outside the local raw pool? May need source expansion.
20220816902970,오성첨단소재,052420,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),medium_needs_manual,body_confirms_candidate_but_below_high,20220323900366,주권매매거래정지기간변경(상장폐지 사유 발생),2022-03-23,html_inline,False,True,0.324,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20190828900580,모다,149940,[기재정정]주권매매거래정지해제,no_link,zip_unparseable_requires_source_recovery,20190827900423,주권매매거래정지해제(상장폐지금지 가처분 결정 취소에 따른 정리매매 재개),2019-08-27,zip_unparseable,False,False,0.357,True,False,False,Recover the corrupt body (separate verdict) before any linkage decision.
20241106900580,대산F&B,065150,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),rejected_wrong_candidate,rejected_wrong_candidate_quarantined,20240405901013,주권매매거래정지기간변경              (상장폐지 사유 발생),2024-04-05,html_inline,False,False,0.769,True,False,False,Confirm the scored candidate is genuinely wrong (body does not reference it).
20241029900334,주성엔지니어링,036930,[기재정정]주권매매거래정지              (매매거래정지 취소),medium_needs_manual,body_confirms_candidate_but_below_high,20241025900577,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",2024-10-25,html_inline,True,True,0.598,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
20201223900861,제이시스메디칼,287410,[기재정정]주권매매거래정지해제(상장예비심사결과 통지(승인)),medium_needs_manual,body_confirms_candidate_but_below_high,20200921900372,주권매매거래정지(SPAC 합병(예비심사청구대상)),2020-09-21,html_inline,True,False,0.5,True,False,False,Body references candidate but below high bar — confirm/upgrade manually.
