ticker,final_sector_code,final_sector_name,classification_date,krx_industry_name
002310,03,2차전지/화학/소재,2026-05-06,종이·목재
012170,08,인터넷/게임/SW,2026-05-06,오락·문화
267850,08,인터넷/게임/SW,2026-05-06,IT 서비스
020560,05,조선/기계/산업재,2026-05-06,운송·창고
122900,09,소비재/유통,2026-05-06,유통
010780,03,2차전지/화학/소재,2026-05-06,비금속
031820,08,인터넷/게임/SW,2026-05-06,IT 서비스
139990,04,철강금속,2026-05-06,금속
009320,02,자동차/운송장비,2026-05-06,운송장비·부품
001780,04,철강금속,2026-05-06,금속
018250,03,2차전지/화학/소재,2026-05-06,화학
161000,03,2차전지/화학/소재,2026-05-06,화학
011090,99,기타,2026-05-06,기타제조
137310,07,헬스케어,2026-05-06,의료·정밀기기
005850,02,자동차/운송장비,2026-05-06,운송장비·부품
010580,02,자동차/운송장비,2026-05-06,운송장비·부품
012750,99,기타,2026-05-06,일반서비스
023960,12,건설/부동산,2026-05-06,건설
298690,05,조선/기계/산업재,2026-05-06,운송·창고
140910,12,건설/부동산,2026-05-06,부동산
078520,03,2차전지/화학/소재,2026-05-06,화학
015260,01,반도체/IT하드웨어,2026-05-06,전기·전자
007460,07,헬스케어,2026-05-06,제약
003060,07,헬스케어,2026-05-06,제약
244920,06,금융,2026-05-06,기타금융
278470,03,2차전지/화학/소재,2026-05-06,화학
450080,01,반도체/IT하드웨어,2026-05-06,전기·전자
019490,01,반도체/IT하드웨어,2026-05-06,전기·전자
085310,04,철강금속,2026-05-06,금속
900140,09,소비재/유통,2026-05-06,유통
066970,01,반도체/IT하드웨어,2026-05-06,전기·전자
097520,01,반도체/IT하드웨어,2026-05-06,전기·전자
484870,05,조선/기계/산업재,2026-05-06,기계·장비
014440,03,2차전지/화학/소재,2026-05-06,화학
111770,09,소비재/유통,2026-05-06,유통
009970,06,금융,2026-05-06,기타금융
003520,07,헬스케어,2026-05-06,제약
000670,04,철강금속,2026-05-06,금속
012280,02,자동차/운송장비,2026-05-06,운송장비·부품
012160,04,철강금속,2026-05-06,금속
007310,10,음식료,2026-05-06,음식료·담배
002630,07,헬스케어,2026-05-06,제약
271560,10,음식료,2026-05-06,음식료·담배
001800,06,금융,2026-05-06,기타금융
005320,09,소비재/유통,2026-05-06,유통
011690,01,반도체/IT하드웨어,2026-05-06,전기·전자
316140,06,금융,2026-05-06,기타금융
006980,10,음식료,2026-05-06,음식료·담배
011300,09,소비재/유통,2026-05-06,섬유·의류
017370,05,조선/기계/산업재,2026-05-06,기계·장비
105840,07,헬스케어,2026-05-06,의료·정밀기기
010400,12,건설/부동산,2026-05-06,건설
049800,05,조선/기계/산업재,2026-05-06,기계·장비
016880,99,기타,2026-05-06,일반서비스
095720,99,기타,2026-05-06,일반서비스
005820,09,소비재/유통,2026-05-06,섬유·의류
008600,09,소비재/유통,2026-05-06,유통
033270,07,헬스케어,2026-05-06,제약
014830,03,2차전지/화학/소재,2026-05-06,화학
446070,03,2차전지/화학/소재,2026-05-06,종이·목재
000910,03,2차전지/화학/소재,2026-05-06,비금속
047400,03,2차전지/화학/소재,2026-05-06,비금속
011330,02,자동차/운송장비,2026-05-06,운송장비·부품
077500,09,소비재/유통,2026-05-06,유통
002920,02,자동차/운송장비,2026-05-06,운송장비·부품
000700,99,기타,2026-05-06,일반서비스
003470,06,금융,2026-05-06,증권
003475,06,금융,2026-05-06,증권
072130,08,인터넷/게임/SW,2026-05-06,IT 서비스
000220,07,헬스케어,2026-05-06,제약
000225,07,헬스케어,2026-05-06,제약
000227,07,헬스케어,2026-05-06,제약
001200,06,금융,2026-05-06,증권
000100,07,헬스케어,2026-05-06,제약
000105,07,헬스케어,2026-05-06,제약
003460,06,금융,2026-05-06,증권
003465,06,금융,2026-05-06,증권
008730,03,2차전지/화학/소재,2026-05-06,화학
008250,03,2차전지/화학/소재,2026-05-06,종이·목재
025820,04,철강금속,2026-05-06,금속
214320,99,기타,2026-05-06,일반서비스
088260,12,건설/부동산,2026-05-06,부동산
139480,09,소비재/유통,2026-05-06,유통
457190,03,2차전지/화학/소재,2026-05-06,화학
007660,01,반도체/IT하드웨어,2026-05-06,전기·전자
005950,03,2차전지/화학/소재,2026-05-06,화학
015020,12,건설/부동산,2026-05-06,부동산
074610,05,조선/기계/산업재,2026-05-06,기계·장비
102460,07,헬스케어,2026-05-06,제약
084680,99,기타,2026-05-06,기타제조
350520,12,건설/부동산,2026-05-06,부동산
334890,12,건설/부동산,2026-05-06,부동산
000760,09,소비재/유통,2026-05-06,유통
014990,09,소비재/유통,2026-05-06,섬유·의류
101140,09,소비재/유통,2026-05-06,유통
006490,08,인터넷/게임/SW,2026-05-06,통신
023800,02,자동차/운송장비,2026-05-06,운송장비·부품
034590,11,에너지/유틸리티,2026-05-06,전기·가스
129260,05,조선/기계/산업재,2026-05-06,운송·창고
023810,02,자동차/운송장비,2026-05-06,운송장비·부품
249420,07,헬스케어,2026-05-06,제약
000230,07,헬스케어,2026-05-06,제약
013360,12,건설/부동산,2026-05-06,건설
003120,07,헬스케어,2026-05-06,제약
003200,09,소비재/유통,2026-05-06,섬유·의류
007110,09,소비재/유통,2026-05-06,유통
007570,07,헬스케어,2026-05-06,제약
007575,07,헬스케어,2026-05-06,제약
008500,09,소비재/유통,2026-05-06,섬유·의류
081000,03,2차전지/화학/소재,2026-05-06,화학
020760,01,반도체/IT하드웨어,2026-05-06,전기·전자
103590,01,반도체/IT하드웨어,2026-05-06,전기·전자
271940,02,자동차/운송장비,2026-05-06,운송장비·부품
015860,06,금융,2026-05-06,기타금융
226320,03,2차전지/화학/소재,2026-05-06,화학
317400,12,건설/부동산,2026-05-06,부동산
033240,01,반도체/IT하드웨어,2026-05-06,전기·전자
000950,09,소비재/유통,2026-05-06,섬유·의류
079900,05,조선/기계/산업재,2026-05-06,기계·장비
348950,12,건설/부동산,2026-05-06,부동산
194370,09,소비재/유통,2026-05-06,섬유·의류
030000,99,기타,2026-05-06,일반서비스
271980,07,헬스케어,2026-05-06,제약
001560,03,2차전지/화학/소재,2026-05-06,비금속
002620,99,기타,2026-05-06,일반서비스
006220,06,금융,2026-05-06,은행
089590,05,조선/기계/산업재,2026-05-06,운송·창고
004910,03,2차전지/화학/소재,2026-05-06,화학
004700,09,소비재/유통,2026-05-06,섬유·의류
001550,03,2차전지/화학/소재,2026-05-06,화학
462520,03,2차전지/화학/소재,2026-05-06,비금속
120030,04,철강금속,2026-05-06,금속
018470,04,철강금속,2026-05-06,금속
002600,10,음식료,2026-05-06,음식료·담배
185750,07,헬스케어,2026-05-06,제약
063160,07,헬스케어,2026-05-06,제약
001630,07,헬스케어,2026-05-06,제약
109070,01,반도체/IT하드웨어,2026-05-06,전기·전자
044380,01,반도체/IT하드웨어,2026-05-06,전기·전자
013890,99,기타,2026-05-06,기타제조
013870,02,자동차/운송장비,2026-05-06,운송장비·부품
071320,11,에너지/유틸리티,2026-05-06,전기·가스
088790,09,소비재/유통,2026-05-06,유통
003780,03,2차전지/화학/소재,2026-05-06,화학
010640,03,2차전지/화학/소재,2026-05-06,화학
100250,03,2차전지/화학/소재,2026-05-06,화학
051630,03,2차전지/화학/소재,2026-05-06,화학
272450,05,조선/기계/산업재,2026-05-06,운송·창고
011000,07,헬스케어,2026-05-06,제약
002780,12,건설/부동산,2026-05-06,건설
002787,12,건설/부동산,2026-05-06,건설
002785,12,건설/부동산,2026-05-06,건설
025620,03,2차전지/화학/소재,2026-05-06,화학
009310,05,조선/기계/산업재,2026-05-06,기계·장비
000650,05,조선/기계/산업재,2026-05-06,운송·창고
033250,02,자동차/운송장비,2026-05-06,운송장비·부품
035720,08,인터넷/게임/SW,2026-05-06,IT 서비스
323410,06,금융,2026-05-06,은행
377300,06,금융,2026-05-06,기타금융
006380,03,2차전지/화학/소재,2026-05-06,화학
279570,06,금융,2026-05-06,은행
001620,02,자동차/운송장비,2026-05-06,운송장비·부품
029460,07,헬스케어,2026-05-06,의료·정밀기기
281820,07,헬스케어,2026-05-06,의료·정밀기기
381970,09,소비재/유통,2026-05-06,유통
145270,12,건설/부동산,2026-05-06,부동산
417310,12,건설/부동산,2026-05-06,부동산
357120,12,건설/부동산,2026-05-06,부동산
007815,01,반도체/IT하드웨어,2026-05-06,전기·전자
007810,01,반도체/IT하드웨어,2026-05-06,전기·전자
00781K,01,반도체/IT하드웨어,2026-05-06,전기·전자
003690,06,금융,2026-05-06,보험
192820,03,2차전지/화학/소재,2026-05-06,화학
044820,06,금융,2026-05-06,기타금융
005070,03,2차전지/화학/소재,2026-05-06,화학
005420,03,2차전지/화학/소재,2026-05-06,화학
071950,99,기타,2026-05-06,기타제조
002020,06,금융,2026-05-06,기타금융
003070,12,건설/부동산,2026-05-06,건설
003075,12,건설/부동산,2026-05-06,건설
002025,06,금융,2026-05-06,기타금융
120110,03,2차전지/화학/소재,2026-05-06,화학
120115,03,2차전지/화학/소재,2026-05-06,화학
021240,99,기타,2026-05-06,일반서비스
036420,08,인터넷/게임/SW,2026-05-06,오락·문화
024720,06,금융,2026-05-06,기타금융
192400,06,금융,2026-05-06,기타금융
284740,99,기타,2026-05-06,일반서비스
264900,10,음식료,2026-05-06,음식료·담배
26490K,10,음식료,2026-05-06,음식료·담배
005740,06,금융,2026-05-06,기타금융
005745,06,금융,2026-05-06,기타금융
259960,08,인터넷/게임/SW,2026-05-06,IT 서비스
020120,08,인터넷/게임/SW,2026-05-06,IT 서비스
039490,06,금융,2026-05-06,증권
014580,03,2차전지/화학/소재,2026-05-06,비금속
015890,03,2차전지/화학/소재,2026-05-06,화학
006890,03,2차전지/화학/소재,2026-05-06,화학
003240,03,2차전지/화학/소재,2026-05-06,화학
011280,03,2차전지/화학/소재,2026-05-06,종이·목재
004100,02,자동차/운송장비,2026-05-06,운송장비·부품
004105,02,자동차/운송장비,2026-05-06,운송장비·부품
009410,12,건설/부동산,2026-05-06,건설
009415,12,건설/부동산,2026-05-06,건설
001420,02,자동차/운송장비,2026-05-06,운송장비·부품
055490,03,2차전지/화학/소재,2026-05-06,화학
078000,08,인터넷/게임/SW,2026-05-06,IT 서비스
214420,03,2차전지/화학/소재,2026-05-06,화학
091810,05,조선/기계/산업재,2026-05-06,운송·창고
019180,01,반도체/IT하드웨어,2026-05-06,전기·전자
217590,01,반도체/IT하드웨어,2026-05-06,전기·전자
363280,06,금융,2026-05-06,기타금융
36328K,06,금융,2026-05-06,기타금융
004870,03,2차전지/화학/소재,2026-05-06,비금속
034230,08,인터넷/게임/SW,2026-05-06,오락·문화
005690,01,반도체/IT하드웨어,2026-05-06,전기·전자
036580,10,음식료,2026-05-06,음식료·담배
004720,07,헬스케어,2026-05-06,제약
028670,05,조선/기계/산업재,2026-05-06,운송·창고
010820,04,철강금속,2026-05-06,금속
016800,99,기타,2026-05-06,기타제조
001020,03,2차전지/화학/소재,2026-05-06,종이·목재
090080,02,자동차/운송장비,2026-05-06,운송장비·부품
010770,02,자동차/운송장비,2026-05-06,운송장비·부품
022100,99,기타,2026-05-06,일반서비스
058430,04,철강금속,2026-05-06,금속
047050,09,소비재/유통,2026-05-06,유통
003670,01,반도체/IT하드웨어,2026-05-06,전기·전자
017810,10,음식료,2026-05-06,음식료·담배
103140,04,철강금속,2026-05-06,금속
005810,06,금융,2026-05-06,기타금융
950210,99,기타,2026-05-06,일반서비스
009810,09,소비재/유통,2026-05-06,유통
086790,06,금융,2026-05-06,기타금융
293480,07,헬스케어,2026-05-06,제약
039130,99,기타,2026-05-06,일반서비스
352820,08,인터넷/게임/SW,2026-05-06,오락·문화
071090,04,철강금속,2026-05-06,금속
000080,10,음식료,2026-05-06,음식료·담배
000087,10,음식료,2026-05-06,음식료·담배
000140,06,금융,2026-05-06,기타금융
000145,06,금융,2026-05-06,기타금융
036460,11,에너지/유틸리티,2026-05-06,전기·가스
005430,05,조선/기계/산업재,2026-05-06,운송·창고
071050,06,금융,2026-05-06,기타금융
071055,06,금융,2026-05-06,기타금융
010040,03,2차전지/화학/소재,2026-05-06,비금속
025540,01,반도체/IT하드웨어,2026-05-06,전기·전자
010100,02,자동차/운송장비,2026-05-06,운송장비·부품
004090,03,2차전지/화학/소재,2026-05-06,비금속
002200,03,2차전지/화학/소재,2026-05-06,종이·목재
002960,03,2차전지/화학/소재,2026-05-06,화학
000240,06,금융,2026-05-06,기타금융
123890,06,금융,2026-05-06,기타금융
015760,11,에너지/유틸리티,2026-05-06,전기·가스
006200,06,금융,2026-05-06,기타금융
027970,03,2차전지/화학/소재,2026-05-06,종이·목재
023350,99,기타,2026-05-06,일반서비스
025890,05,조선/기계/산업재,2026-05-06,기계·장비
000970,04,철강금속,2026-05-06,금속
104700,04,철강금속,2026-05-06,금속
017960,04,철강금속,2026-05-06,금속
161890,03,2차전지/화학/소재,2026-05-06,화학
161390,03,2차전지/화학/소재,2026-05-06,화학
034830,06,금융,2026-05-06,기타금융
007280,04,철강금속,2026-05-06,금속
047810,02,자동차/운송장비,2026-05-06,운송장비·부품
123690,09,소비재/유통,2026-05-06,유통
003350,03,2차전지/화학/소재,2026-05-06,화학
011500,03,2차전지/화학/소재,2026-05-06,화학
002390,07,헬스케어,2026-05-06,제약
053690,99,기타,2026-05-06,일반서비스
042700,05,조선/기계/산업재,2026-05-06,기계·장비
008930,06,금융,2026-05-06,기타금융
128940,07,헬스케어,2026-05-06,제약
009240,09,소비재/유통,2026-05-06,유통
020000,09,소비재/유통,2026-05-06,섬유·의류
003680,10,음식료,2026-05-06,음식료·담배
105630,09,소비재/유통,2026-05-06,섬유·의류
069640,09,소비재/유통,2026-05-06,유통
016450,09,소비재/유통,2026-05-06,섬유·의류
009180,05,조선/기계/산업재,2026-05-06,운송·창고
213500,03,2차전지/화학/소재,2026-05-06,종이·목재
014680,03,2차전지/화학/소재,2026-05-06,화학
004710,01,반도체/IT하드웨어,2026-05-06,전기·전자
004150,06,금융,2026-05-06,기타금융
025750,03,2차전지/화학/소재,2026-05-06,종이·목재
004960,12,건설/부동산,2026-05-06,건설
011700,05,조선/기계/산업재,2026-05-06,기계·장비
001750,06,금융,2026-05-06,증권
001755,06,금융,2026-05-06,증권
018880,05,조선/기계/산업재,2026-05-06,기계·장비
009420,07,헬스케어,2026-05-06,제약
014130,05,조선/기계/산업재,2026-05-06,운송·창고
300720,03,2차전지/화학/소재,2026-05-06,비금속
002220,04,철강금속,2026-05-06,금속
003300,03,2차전지/화학/소재,2026-05-06,비금속
051600,12,건설/부동산,2026-05-06,건설
052690,99,기타,2026-05-06,일반서비스
130660,99,기타,2026-05-06,일반서비스
002320,05,조선/기계/산업재,2026-05-06,운송·창고
003480,11,에너지/유틸리티,2026-05-06,전기·가스
180640,06,금융,2026-05-06,기타금융
18064K,06,금융,2026-05-06,기타금융
005110,09,소비재/유통,2026-05-06,유통
009460,03,2차전지/화학/소재,2026-05-06,종이·목재
372910,07,헬스케어,2026-05-06,의료·정밀기기
000880,03,2차전지/화학/소재,2026-05-06,화학
00088K,03,2차전지/화학/소재,2026-05-06,화학
452260,09,소비재/유통,2026-05-06,유통
45226K,09,소비재/유통,2026-05-06,유통
451800,12,건설/부동산,2026-05-06,부동산
489790,01,반도체/IT하드웨어,2026-05-06,전기·전자
088350,06,금융,2026-05-06,보험
000370,06,금융,2026-05-06,보험
009830,03,2차전지/화학/소재,2026-05-06,화학
009835,03,2차전지/화학/소재,2026-05-06,화학
272210,01,반도체/IT하드웨어,2026-05-06,전기·전자
012450,02,자동차/운송장비,2026-05-06,운송장비·부품
082740,05,조선/기계/산업재,2026-05-06,기계·장비
042660,02,자동차/운송장비,2026-05-06,운송장비·부품
003530,06,금융,2026-05-06,증권
003535,06,금융,2026-05-06,증권
195870,01,반도체/IT하드웨어,2026-05-06,전기·전자
101530,10,음식료,2026-05-06,음식료·담배
143210,02,자동차/운송장비,2026-05-06,운송장비·부품
000720,12,건설/부동산,2026-05-06,건설
000725,12,건설/부동산,2026-05-06,건설
453340,09,소비재/유통,2026-05-06,유통
086280,05,조선/기계/산업재,2026-05-06,운송·창고
064350,02,자동차/운송장비,2026-05-06,운송장비·부품
079430,99,기타,2026-05-06,기타제조
012330,02,자동차/운송장비,2026-05-06,운송장비·부품
069960,09,소비재/유통,2026-05-06,유통
004560,04,철강금속,2026-05-06,금속
004310,07,헬스케어,2026-05-06,제약
017800,05,조선/기계/산업재,2026-05-06,기계·장비
307950,08,인터넷/게임/SW,2026-05-06,IT 서비스
011210,02,자동차/운송장비,2026-05-06,운송장비·부품
004020,04,철강금속,2026-05-06,금속
005440,06,금융,2026-05-06,기타금융
005380,02,자동차/운송장비,2026-05-06,운송장비·부품
005387,02,자동차/운송장비,2026-05-06,운송장비·부품
005389,02,자동차/운송장비,2026-05-06,운송장비·부품
005385,02,자동차/운송장비,2026-05-06,운송장비·부품
001500,06,금융,2026-05-06,증권
011760,09,소비재/유통,2026-05-06,유통
227840,09,소비재/유통,2026-05-06,유통
126560,08,인터넷/게임/SW,2026-05-06,통신
001450,06,금융,2026-05-06,보험
057050,09,소비재/유통,2026-05-06,유통
093240,09,소비재/유통,2026-05-06,섬유·의류
003010,09,소비재/유통,2026-05-06,유통
111110,09,소비재/유통,2026-05-06,섬유·의류
008770,09,소비재/유통,2026-05-06,유통
008775,09,소비재/유통,2026-05-06,유통
378850,02,자동차/운송장비,2026-05-06,운송장비·부품
241590,09,소비재/유통,2026-05-06,섬유·의류
006060,09,소비재/유통,2026-05-06,유통
013520,02,자동차/운송장비,2026-05-06,운송장비·부품
010690,02,자동차/운송장비,2026-05-06,운송장비·부품
133820,04,철강금속,2026-05-06,금속
010660,05,조선/기계/산업재,2026-05-06,기계·장비
000850,05,조선/기계/산업재,2026-05-06,기계·장비
016580,07,헬스케어,2026-05-06,제약
032560,04,철강금속,2026-05-06,금속
004800,06,금융,2026-05-06,기타금융
094280,99,기타,2026-05-06,일반서비스
298040,01,반도체/IT하드웨어,2026-05-06,전기·전자
298020,03,2차전지/화학/소재,2026-05-06,화학
298000,03,2차전지/화학/소재,2026-05-06,화학
093370,03,2차전지/화학/소재,2026-05-06,화학
005870,01,반도체/IT하드웨어,2026-05-06,전기·전자
079980,03,2차전지/화학/소재,2026-05-06,화학
005010,04,철강금속,2026-05-06,금속
000540,06,금융,2026-05-06,보험
000545,06,금융,2026-05-06,보험
003280,05,조선/기계/산업재,2026-05-06,운송·창고
060310,07,헬스케어,2026-05-06,의료·정밀기기
054620,06,금융,2026-05-06,금융
079810,01,반도체/IT하드웨어,2026-05-06,전기·전자
265520,05,조선/기계/산업재,2026-05-06,기계·장비
211270,01,반도체/IT하드웨어,2026-05-06,전기·전자
139050,08,인터넷/게임/SW,2026-05-06,IT 서비스
126600,03,2차전지/화학/소재,2026-05-06,화학
083790,99,기타,2026-05-06,일반서비스
035760,08,인터넷/게임/SW,2026-05-06,오락·문화
311690,99,기타,2026-05-06,일반서비스
051500,09,소비재/유통,2026-05-06,유통
058820,07,헬스케어,2026-05-06,제약
056730,12,건설/부동산,2026-05-06,건설
065770,01,반도체/IT하드웨어,2026-05-06,전기·전자
083660,03,2차전지/화학/소재,2026-05-06,화학
477760,06,금융,2026-05-06,금융
099520,01,반도체/IT하드웨어,2026-05-06,전기·전자
290120,02,자동차/운송장비,2026-05-06,운송장비·부품
025440,01,반도체/IT하드웨어,2026-05-06,전기·전자
068790,05,조선/기계/산업재,2026-05-06,기계·장비
241520,06,금융,2026-05-06,금융
180400,99,기타,2026-05-06,일반서비스
418620,08,인터넷/게임/SW,2026-05-06,IT 서비스
245620,99,기타,2026-05-06,일반서비스
037370,03,2차전지/화학/소재,2026-05-06,화학
050120,09,소비재/유통,2026-05-06,유통
214270,08,인터넷/게임/SW,2026-05-06,IT 서비스
032620,08,인터넷/게임/SW,2026-05-06,IT 서비스
130500,09,소비재/유통,2026-05-06,섬유·의류
900290,06,금융,2026-05-06,금융
083450,05,조선/기계/산업재,2026-05-06,기계·장비
297890,05,조선/기계/산업재,2026-05-06,기계·장비
440290,06,금융,2026-05-06,금융
078150,05,조선/기계/산업재,2026-05-06,기계·장비
225530,03,2차전지/화학/소재,2026-05-06,비금속
060560,09,소비재/유통,2026-05-06,유통
376270,99,기타,2026-05-06,일반서비스
195940,07,헬스케어,2026-05-06,제약
028300,07,헬스케어,2026-05-06,제약
278650,99,기타,2026-05-06,일반서비스
067630,07,헬스케어,2026-05-06,제약
024850,01,반도체/IT하드웨어,2026-05-06,전기·전자
187420,07,헬스케어,2026-05-06,제약
047920,99,기타,2026-05-06,일반서비스
115450,09,소비재/유통,2026-05-06,유통
046210,07,헬스케어,2026-05-06,제약
196300,07,헬스케어,2026-05-06,제약
403870,05,조선/기계/산업재,2026-05-06,기계·장비
036640,03,2차전지/화학/소재,2026-05-06,화학
467930,06,금융,2026-05-06,금융
469480,06,금융,2026-05-06,금융
0099X0,06,금융,2026-05-06,금융
095340,09,소비재/유통,2026-05-06,유통
950170,09,소비재/유통,2026-05-06,유통
067290,07,헬스케어,2026-05-06,제약
035900,08,인터넷/게임/SW,2026-05-06,오락·문화
318000,03,2차전지/화학/소재,2026-05-06,화학
024840,04,철강금속,2026-05-06,금속
024120,02,자동차/운송장비,2026-05-06,운송장비·부품
464680,06,금융,2026-05-06,금융
478390,06,금융,2026-05-06,금융
486630,06,금융,2026-05-06,금융
492220,06,금융,2026-05-06,금융
0037T0,06,금융,2026-05-06,금융
0072Z0,06,금융,2026-05-06,금융
021320,12,건설/부동산,2026-05-06,건설
044180,12,건설/부동산,2026-05-06,건설
151860,02,자동차/운송장비,2026-05-06,운송장비·부품
035600,08,인터넷/게임/SW,2026-05-06,IT 서비스
046440,08,인터넷/게임/SW,2026-05-06,IT 서비스
060720,01,반도체/IT하드웨어,2026-05-06,전기·전자
058400,08,인터넷/게임/SW,2026-05-06,오락·문화
101000,05,조선/기계/산업재,2026-05-06,기계·장비
089600,99,기타,2026-05-06,일반서비스
418470,08,인터넷/게임/SW,2026-05-06,IT 서비스
043610,08,인터넷/게임/SW,2026-05-06,오락·문화
122450,08,인터넷/게임/SW,2026-05-06,오락·문화
052900,03,2차전지/화학/소재,2026-05-06,화학
036560,05,조선/기계/산업재,2026-05-06,기계·장비
061970,01,반도체/IT하드웨어,2026-05-06,전기·전자
309960,06,금융,2026-05-06,금융
073490,01,반도체/IT하드웨어,2026-05-06,전기·전자
225190,07,헬스케어,2026-05-06,의료·정밀기기
060370,12,건설/부동산,2026-05-06,건설
417200,01,반도체/IT하드웨어,2026-05-06,전기·전자
078020,06,금융,2026-05-06,금융
322180,08,인터넷/게임/SW,2026-05-06,IT 서비스
476080,08,인터넷/게임/SW,2026-05-06,오락·문화
086960,08,인터넷/게임/SW,2026-05-06,IT 서비스
160550,08,인터넷/게임/SW,2026-05-06,오락·문화
053290,08,인터넷/게임/SW,2026-05-06,오락·문화
060250,06,금융,2026-05-06,금융
104200,08,인터넷/게임/SW,2026-05-06,IT 서비스
063570,99,기타,2026-05-06,일반서비스
222160,05,조선/기계/산업재,2026-05-06,기계·장비
024940,09,소비재/유통,2026-05-06,유통
332570,01,반도체/IT하드웨어,2026-05-06,전기·전자
218410,01,반도체/IT하드웨어,2026-05-06,전기·전자
327260,01,반도체/IT하드웨어,2026-05-06,전기·전자
474610,04,철강금속,2026-05-06,금속
091340,01,반도체/IT하드웨어,2026-05-06,전기·전자
419530,08,인터넷/게임/SW,2026-05-06,오락·문화
019550,06,금융,2026-05-06,금융
246960,07,헬스케어,2026-05-06,제약
099220,09,소비재/유통,2026-05-06,유통
036540,01,반도체/IT하드웨어,2026-05-06,전기·전자
255220,03,2차전지/화학/소재,2026-05-06,비금속
040610,02,자동차/운송장비,2026-05-06,운송장비·부품
184230,08,인터넷/게임/SW,2026-05-06,IT 서비스
016250,12,건설/부동산,2026-05-06,건설
357880,08,인터넷/게임/SW,2026-05-06,IT 서비스
048550,99,기타,2026-05-06,일반서비스
063440,08,인터넷/게임/SW,2026-05-06,출판·매체복제
067160,08,인터넷/게임/SW,2026-05-06,IT 서비스
289080,06,금융,2026-05-06,금융
041930,03,2차전지/화학/소재,2026-05-06,화학
013720,02,자동차/운송장비,2026-05-06,운송장비·부품
089230,08,인터넷/게임/SW,2026-05-06,IT 서비스
032540,01,반도체/IT하드웨어,2026-05-06,전기·전자
048770,05,조선/기계/산업재,2026-05-06,기계·장비
246690,06,금융,2026-05-06,금융
317240,03,2차전지/화학/소재,2026-05-06,화학
057030,99,기타,2026-05-06,일반서비스
040300,08,인터넷/게임/SW,2026-05-06,오락·문화
051390,09,소비재/유통,2026-05-06,유통
052220,08,인터넷/게임/SW,2026-05-06,오락·문화
079940,08,인터넷/게임/SW,2026-05-06,IT 서비스
078890,01,반도체/IT하드웨어,2026-05-06,전기·전자
399720,01,반도체/IT하드웨어,2026-05-06,전기·전자
036620,09,소비재/유통,2026-05-06,유통
198440,03,2차전지/화학/소재,2026-05-06,비금속
217730,07,헬스케어,2026-05-06,제약
114190,01,반도체/IT하드웨어,2026-05-06,전기·전자
094480,08,인터넷/게임/SW,2026-05-06,IT 서비스
039240,04,철강금속,2026-05-06,금속
053950,07,헬스케어,2026-05-06,제약
011040,07,헬스케어,2026-05-06,제약
024910,02,자동차/운송장비,2026-05-06,운송장비·부품
049720,99,기타,2026-05-06,일반서비스
014570,07,헬스케어,2026-05-06,제약
348150,99,기타,2026-05-06,일반서비스
950190,08,인터넷/게임/SW,2026-05-06,IT 서비스
098460,05,조선/기계/산업재,2026-05-06,기계·장비
035290,08,인터넷/게임/SW,2026-05-06,오락·문화
215000,08,인터넷/게임/SW,2026-05-06,IT 서비스
121440,09,소비재/유통,2026-05-06,유통
366030,09,소비재/유통,2026-05-06,섬유·의류
029480,01,반도체/IT하드웨어,2026-05-06,전기·전자
026910,04,철강금속,2026-05-06,금속
465320,06,금융,2026-05-06,금융
482520,06,금융,2026-05-06,금융
489210,06,금융,2026-05-06,금융
0041B0,06,금융,2026-05-06,금융
0098T0,06,금융,2026-05-06,금융
0132G0,06,금융,2026-05-06,금융
053270,02,자동차/운송장비,2026-05-06,운송장비·부품
066620,12,건설/부동산,2026-05-06,건설
043650,10,음식료,2026-05-06,음식료·담배
006050,03,2차전지/화학/소재,2026-05-06,비금속
060480,04,철강금속,2026-05-06,금속
078130,03,2차전지/화학/소재,2026-05-06,종이·목재
307750,07,헬스케어,2026-05-06,제약
035080,09,소비재/유통,2026-05-06,유통
318060,03,2차전지/화학/소재,2026-05-06,화학
453450,99,기타,2026-05-06,일반서비스
204020,09,소비재/유통,2026-05-06,섬유·의류
0015G0,07,헬스케어,2026-05-06,의료·정밀기기
402490,01,반도체/IT하드웨어,2026-05-06,전기·전자
114450,07,헬스케어,2026-05-06,제약
186230,04,철강금속,2026-05-06,금속
900070,06,금융,2026-05-06,금융
204620,06,금융,2026-05-06,금융
019660,09,소비재/유통,2026-05-06,유통
053260,04,철강금속,2026-05-06,금속
282720,12,건설/부동산,2026-05-06,건설
036190,12,건설/부동산,2026-05-06,건설
049080,01,반도체/IT하드웨어,2026-05-06,전기·전자
420770,05,조선/기계/산업재,2026-05-06,기계·장비
035460,01,반도체/IT하드웨어,2026-05-06,전기·전자
407400,99,기타,2026-05-06,기타제조
187790,03,2차전지/화학/소재,2026-05-06,화학
121600,03,2차전지/화학/소재,2026-05-06,화학
286750,03,2차전지/화학/소재,2026-05-06,화학
247660,01,반도체/IT하드웨어,2026-05-06,전기·전자
039860,07,헬스케어,2026-05-06,의료·정밀기기
091970,03,2차전지/화학/소재,2026-05-06,화학
417010,05,조선/기계/산업재,2026-05-06,기계·장비
405920,09,소비재/유통,2026-05-06,유통
478340,02,자동차/운송장비,2026-05-06,운송장비·부품
051490,05,조선/기계/산업재,2026-05-06,기계·장비
137080,05,조선/기계/산업재,2026-05-06,기계·장비
