rcept_no,prior_parse_status,prior_taxonomy_class,feasibility_bucket,design_theme,design_feasibility,blocker_reason,required_future_approval,fail_closed,manual_review_required,executable_or_safe,downstream_authoritative,parsed_clean_and_usable,validated,approved,strategy_ready,is_planning_evidence_only
20140114800170,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20140626900390,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20140618900276,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20140616800164,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20140613800468,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20140530801640,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20140519900313,no_label_match,correction_disclosure_manual_only,correction_workflow_only,correction_adjudication_workflow_not_parser_design,n_a_not_a_parser_design_target,correction disclosure; not addressable by parser design alone; belongs to the correction adjudication workflow,manual_adjudication_approval,True,True,False,False,False,False,False,False,True
20140519900216,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20140403800446,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20140919800118,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20140917800300,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20140814801496,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20140704800515,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141218800164,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141215800931,label_no_value,label_present_but_value_in_unhandled_format,parser_design_candidate,date_format_or_relative_date_handling,medium,label present but value in relative/non-ISO/unhandled format; needs date-format handling expansion,parser_change_verdict,True,True,False,False,False,False,False,False,True
20141209900481,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141208800471,label_no_value,label_present_but_value_in_unhandled_format,parser_design_candidate,date_format_or_relative_date_handling,medium,label present but value in relative/non-ISO/unhandled format; needs date-format handling expansion,parser_change_verdict,True,True,False,False,False,False,False,False,True
20141204900302,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141204900161,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141203900465,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141202800055,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141119800504,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20141028800440,label_no_value,label_present_but_value_in_unhandled_format,parser_design_candidate,date_format_or_relative_date_handling,medium,label present but value in relative/non-ISO/unhandled format; needs date-format handling expansion,parser_change_verdict,True,True,False,False,False,False,False,False,True
20141016800381,label_no_value,label_present_but_value_in_unhandled_format,parser_design_candidate,date_format_or_relative_date_handling,medium,label present but value in relative/non-ISO/unhandled format; needs date-format handling expansion,parser_change_verdict,True,True,False,False,False,False,False,False,True
20141016800022,label_no_value,label_present_but_value_in_unhandled_format,parser_design_candidate,date_format_or_relative_date_handling,medium,label present but value in relative/non-ISO/unhandled format; needs date-format handling expansion,parser_change_verdict,True,True,False,False,False,False,False,False,True
20150330902002,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150324900908,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150311800005,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20150213801013,label_no_value,label_present_but_value_in_unhandled_format,parser_design_candidate,date_format_or_relative_date_handling,medium,label present but value in relative/non-ISO/unhandled format; needs date-format handling expansion,parser_change_verdict,True,True,False,False,False,False,False,False,True
20150213800790,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150121900503,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150629900745,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150601900639,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150924900510,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150922800445,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20150916900453,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150916900361,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150916900426,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150828800194,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150824900384,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150821800117,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20150818900268,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150813901583,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20150721800360,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20150716900491,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151230900423,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151224900669,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151222900044,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151113800478,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20151111800225,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20151110900538,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151105900096,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151103900363,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151102800002,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20151016900523,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151016900496,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20151016900419,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160329801661,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160328801000,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160325800036,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160318901158,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160317900050,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160309800063,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160229800843,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160223900750,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160223900555,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160216800017,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160203800643,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160128800663,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160118800004,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160115900561,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160630900741,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160623900401,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160623900170,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160621900465,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160620900407,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160617900526,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160617900271,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160615800007,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160610900439,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160608900550,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160608900502,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160608900133,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160420900491,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160411900577,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160407900312,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160406900327,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160928800464,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160920900517,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160913900530,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160905900555,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160902900605,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160830800195,label_no_value,label_present_but_attachment_or_table_context_required,needs_table_context_design,table_or_structure_aware_extraction,medium,label is a table/column header; date value sits in a non-adjacent cell lost during HTML->text flattening; needs structure/table-aware extraction design,parser_change_verdict,True,True,False,False,False,False,False,False,True
20160825900005,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160824800424,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160824900348,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160823900224,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160819900245,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160816901177,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
20160810900472,no_label_match,only_generic_or_contextual_label,parser_design_candidate,contextual_or_label_pattern_expansion,uncertain_high_fp_risk,no exact date label in body (domain tokens present); contextual date extraction without a label risks false positives; a future parser-design phase must prove safety first,parser_change_verdict_after_design_proof,True,True,False,False,False,False,False,False,True
