date,cash,mtm_value,gross_value,net_value,n_positions,d013_baseline_net_value,d013_defensive_basket_net_value,defensive_basket_sleeve_factor
2018-04-18,1.2211713384491212,0.0,1.2211713384491212,1.2211713384491212,0,1.0552039424223687,1.2211713384491212,1.1572846625703
2018-04-19,1.2216897485967622,0.0,1.2216897485967622,1.2216897485967622,0,1.0552039424223687,1.2216897485967622,1.1577759516252393
2018-04-20,1.2222083788192382,0.0,1.2222083788192382,1.2222083788192382,0,1.0552039424223687,1.2222083788192382,1.158267449241601
2018-04-23,1.2227272292099756,0.0,1.2227272292099756,1.2227272292099756,0,1.0552039424223687,1.2227272292099756,1.1587591555079235
2018-04-24,1.2232462998624396,0.0,1.2232462998624396,1.2232462998624396,0,1.0552039424223687,1.2232462998624396,1.1592510705127828
2018-04-25,1.223765590870136,0.0,1.223765590870136,1.223765590870136,0,1.0552039424223687,1.223765590870136,1.159743194344792
2018-04-26,1.2242851023266088,0.0,1.2242851023266088,1.2242851023266088,0,1.0552039424223687,1.2242851023266088,1.1602355270926021
2018-04-27,1.2248048343254434,0.0,1.2248048343254434,1.2248048343254434,0,1.0552039424223687,1.2248048343254434,1.1607280688449022
2018-04-30,1.225324786960264,0.0,1.225324786960264,1.225324786960264,0,1.0552039424223687,1.225324786960264,1.1612208196904183
2018-05-02,1.2258449603247346,0.0,1.2258449603247346,1.2258449603247346,0,1.0552039424223687,1.2258449603247346,1.1617137797179145
2018-05-03,1.226365354512559,0.0,1.226365354512559,1.226365354512559,0,1.0552039424223687,1.226365354512559,1.1622069490161924
2018-05-04,1.226885969617481,0.0,1.226885969617481,1.226885969617481,0,1.0552039424223687,1.226885969617481,1.1627003276740913
2018-05-08,1.227406805733284,0.0,1.227406805733284,1.227406805733284,0,1.0552039424223687,1.227406805733284,1.1631939157804885
2018-05-09,1.2279278629537915,0.0,1.2279278629537915,1.2279278629537915,0,1.0552039424223687,1.2279278629537915,1.1636877134242987
2018-05-10,1.2284491413728664,0.0,1.2284491413728664,1.2284491413728664,0,1.0552039424223687,1.2284491413728664,1.1641817206944745
2018-05-11,1.2289706410844115,0.0,1.2289706410844115,1.2289706410844115,0,1.0552039424223687,1.2289706410844115,1.1646759376800062
2018-05-14,1.2294923621823697,0.0,1.2294923621823697,1.2294923621823697,0,1.0552039424223687,1.2294923621823697,1.1651703644699218
2018-05-15,1.230014304760724,0.0,1.230014304760724,1.230014304760724,0,1.0552039424223687,1.230014304760724,1.1656650011532874
2018-05-16,1.2305364689134963,0.0,1.2305364689134963,1.2305364689134963,0,1.0552039424223687,1.2305364689134963,1.1661598478192066
2018-05-17,1.2310588547347496,0.0,1.2310588547347496,1.2310588547347496,0,1.0552039424223687,1.2310588547347496,1.1666549045568209
2018-05-18,1.2315814623185866,0.0,1.2315814623185866,1.2315814623185866,0,1.0552039424223687,1.2315814623185866,1.1671501714553099
2018-05-21,1.232104291759149,0.0,1.232104291759149,1.232104291759149,0,1.0552039424223687,1.232104291759149,1.1676456486038904
2018-05-23,1.2326273431506196,0.0,1.2326273431506196,1.2326273431506196,0,1.0552039424223687,1.2326273431506196,1.168141336091818
2018-05-24,1.2331506165872206,0.0,1.2331506165872206,1.2331506165872206,0,1.0552039424223687,1.2331506165872206,1.1686372340083855
2018-05-25,1.2336741121632144,0.0,1.2336741121632144,1.2336741121632144,0,1.0552039424223687,1.2336741121632144,1.1691333424429238
2018-05-28,1.2341978299729033,0.0,1.2341978299729033,1.2341978299729033,0,1.0552039424223687,1.2341978299729033,1.1696296614848016
2018-05-29,1.2347217701106294,0.0,1.2347217701106294,1.2347217701106294,0,1.0552039424223687,1.2347217701106294,1.1701261912234258
2018-05-30,1.2352459326707754,0.0,1.2352459326707754,1.2352459326707754,0,1.0552039424223687,1.2352459326707754,1.170622931748241
2018-05-31,1.235770317747764,0.0,1.235770317747764,1.235770317747764,0,1.0552039424223687,1.235770317747764,1.1711198831487302
2018-06-01,1.2362949254360571,0.0,1.2362949254360571,1.2362949254360571,0,1.0552039424223687,1.2362949254360571,1.1716170455144137
2018-06-04,1.2368197558301581,0.0,1.2368197558301581,1.2368197558301581,0,1.0552039424223687,1.2368197558301581,1.1721144189348505
2018-06-05,1.2373448090246093,0.0,1.2373448090246093,1.2373448090246093,0,1.0552039424223687,1.2373448090246093,1.172612003499637
2018-06-07,1.2378700851139939,0.0,1.2378700851139939,1.2378700851139939,0,1.0552039424223687,1.2378700851139939,1.173109799298408
2018-06-08,1.2383955841929348,0.0,1.2383955841929348,1.2383955841929348,0,1.0552039424223687,1.2383955841929348,1.1736078064208366
2018-06-11,1.2389213063560955,0.0,1.2389213063560955,1.2389213063560955,0,1.0552039424223687,1.2389213063560955,1.1741060249566333
2018-06-12,1.2394472516981792,0.0,1.2394472516981792,1.2394472516981792,0,1.0552039424223687,1.2394472516981792,1.1746044549955472
2018-06-14,1.2399734203139297,0.0,1.2399734203139297,1.2399734203139297,0,1.0552039424223687,1.2399734203139297,1.1751030966273655
2018-06-15,1.2404998122981308,0.0,1.2404998122981308,1.2404998122981308,0,1.0552039424223687,1.2404998122981308,1.175601949941913
2018-06-18,1.2410264277456065,0.0,1.2410264277456065,1.2410264277456065,0,1.0552039424223687,1.2410264277456065,1.1761010150290532
2018-06-19,1.2415532667512212,0.0,1.2415532667512212,1.2415532667512212,0,1.0552039424223687,1.2415532667512212,1.1766002919786875
2018-06-20,1.2420803294098794,0.0,1.2420803294098794,1.2420803294098794,0,1.0552039424223687,1.2420803294098794,1.1770997808807555
2018-06-21,1.2426076158165267,0.0,1.2426076158165267,1.2426076158165267,0,1.0552039424223687,1.2426076158165267,1.177599481825235
2018-06-22,1.2431351260661474,0.0,1.2431351260661474,1.2431351260661474,0,1.0552039424223687,1.2431351260661474,1.178099394902142
2018-06-25,1.2436628602537676,0.0,1.2436628602537676,1.2436628602537676,0,1.0552039424223687,1.2436628602537676,1.178599520201531
2018-06-26,1.244190818474453,0.0,1.244190818474453,1.244190818474453,0,1.0552039424223687,1.244190818474453,1.1790998578134937
2018-06-27,1.2447190008233098,0.0,1.2447190008233098,1.2447190008233098,0,1.0552039424223687,1.2447190008233098,1.1796004078281612
2018-06-28,1.2452474073954845,0.0,1.2452474073954845,1.2452474073954845,0,1.0552039424223687,1.2452474073954845,1.1801011703357025
2018-06-29,1.2457760382861645,0.0,1.2457760382861645,1.2457760382861645,0,1.0552039424223687,1.2457760382861645,1.1806021454263247
2018-07-02,1.2457644686463831,0.0,1.2457644686463831,1.2457644686463831,0,1.0552039424223687,1.2457644686463831,1.1805911810626446
2018-07-03,1.2457528991140498,0.0,1.2457528991140498,1.2457528991140498,0,1.0552039424223687,1.2457528991140498,1.1805802168007915
2018-07-04,1.2457413296891642,0.0,1.2457413296891642,1.2457413296891642,0,1.0552039424223687,1.2457413296891642,1.1805692526407645
2018-07-05,1.2457297603717246,0.0,1.2457297603717246,1.2457297603717246,0,1.0552039424223687,1.2457297603717246,1.1805582885825627
2018-07-06,1.2457181911617305,0.0,1.2457181911617305,1.2457181911617305,0,1.0552039424223687,1.2457181911617305,1.1805473246261853
2018-07-09,1.2457066220591808,0.0,1.2457066220591808,1.2457066220591808,0,1.0552039424223687,1.2457066220591808,1.180536360771631
2018-07-10,1.2456950530640745,0.0,1.2456950530640745,1.2456950530640745,0,1.0552039424223687,1.2456950530640745,1.1805253970188991
2018-07-11,1.2456834841764104,0.0,1.2456834841764104,1.2456834841764104,0,1.0552039424223687,1.2456834841764104,1.1805144333679887
2018-07-12,1.2456719153961877,0.0,1.2456719153961877,1.2456719153961877,0,1.0552039424223687,1.2456719153961877,1.1805034698188988
2018-07-13,1.2456603467234053,0.0,1.2456603467234053,1.2456603467234053,0,1.0552039424223687,1.2456603467234053,1.1804925063716283
2018-07-16,1.2456487781580623,0.0,1.2456487781580623,1.2456487781580623,0,1.0552039424223687,1.2456487781580623,1.1804815430261764
2018-07-17,1.2456372097001578,0.0,1.2456372097001578,1.2456372097001578,0,1.0552039424223687,1.2456372097001578,1.180470579782542
2018-07-18,1.2456256413496904,0.0,1.2456256413496904,1.2456256413496904,0,1.0552039424223687,1.2456256413496904,1.1804596166407244
2018-07-19,1.2456140731066596,0.0,1.2456140731066596,1.2456140731066596,0,1.0552039424223687,1.2456140731066596,1.1804486536007226
2018-07-20,1.245602504971064,0.0,1.245602504971064,1.245602504971064,0,1.0552039424223687,1.245602504971064,1.1804376906625356
2018-07-23,1.2455909369429028,0.0,1.2455909369429028,1.2455909369429028,0,1.0552039424223687,1.2455909369429028,1.1804267278261622
2018-07-24,1.245579369022175,0.0,1.245579369022175,1.245579369022175,0,1.0552039424223687,1.245579369022175,1.1804157650916018
2018-07-25,1.2455678012088793,0.0,1.2455678012088793,1.2455678012088793,0,1.0552039424223687,1.2455678012088793,1.1804048024588534
2018-07-26,1.2455562335030153,0.0,1.2455562335030153,1.2455562335030153,0,1.0552039424223687,1.2455562335030153,1.180393839927916
2018-07-27,1.2455446659045817,0.0,1.2455446659045817,1.2455446659045817,0,1.0552039424223687,1.2455446659045817,1.1803828774987886
2018-07-30,1.2455330984135773,0.0,1.2455330984135773,1.2455330984135773,0,1.0552039424223687,1.2455330984135773,1.1803719151714704
2018-07-31,1.2455215310300014,0.0,1.2455215310300014,1.2455215310300014,0,1.0552039424223687,1.2455215310300014,1.1803609529459604
2018-08-01,1.245509963753853,0.0,1.245509963753853,1.245509963753853,0,1.0552039424223687,1.245509963753853,1.1803499908222577
2018-08-02,1.2454983965851307,0.0,1.2454983965851307,1.2454983965851307,0,1.0552039424223687,1.2454983965851307,1.180339028800361
2018-08-03,1.245486829523834,0.0,1.245486829523834,1.245486829523834,0,1.0552039424223687,1.245486829523834,1.1803280668802698
2018-08-06,1.2454752625699617,0.0,1.2454752625699617,1.2454752625699617,0,1.0552039424223687,1.2454752625699617,1.180317105061983
2018-08-07,1.2454636957235126,0.0,1.2454636957235126,1.2454636957235126,0,1.0552039424223687,1.2454636957235126,1.1803061433454995
2018-08-08,1.245452128984486,0.0,1.245452128984486,1.245452128984486,0,1.0552039424223687,1.245452128984486,1.1802951817308187
2018-08-09,1.2454405623528808,0.0,1.2454405623528808,1.2454405623528808,0,1.0552039424223687,1.2454405623528808,1.1802842202179393
2018-08-10,1.245428995828696,0.0,1.245428995828696,1.245428995828696,0,1.0552039424223687,1.245428995828696,1.1802732588068605
2018-08-13,1.2454174294119305,0.0,1.2454174294119305,1.2454174294119305,0,1.0552039424223687,1.2454174294119305,1.1802622974975814
2018-08-14,1.2454058631025835,0.0,1.2454058631025835,1.2454058631025835,0,1.0552039424223687,1.2454058631025835,1.180251336290101
2018-08-16,1.245394296900654,0.0,1.245394296900654,1.245394296900654,0,1.0552039424223687,1.245394296900654,1.1802403751844184
2018-08-17,1.2453827308061405,0.0,1.2453827308061405,1.2453827308061405,0,1.0552039424223687,1.2453827308061405,1.1802294141805325
2018-08-20,1.2453711648190426,0.0,1.2453711648190426,1.2453711648190426,0,1.0552039424223687,1.2453711648190426,1.1802184532784425
2018-08-21,1.2453595989393593,0.0,1.2453595989393593,1.2453595989393593,0,1.0552039424223687,1.2453595989393593,1.1802074924781476
2018-08-22,1.2453480331670894,0.0,1.2453480331670894,1.2453480331670894,0,1.0552039424223687,1.2453480331670894,1.1801965317796466
2018-08-23,1.2453364675022318,0.0,1.2453364675022318,1.2453364675022318,0,1.0552039424223687,1.2453364675022318,1.1801855711829385
2018-08-24,1.2453249019447856,0.0,1.2453249019447856,1.2453249019447856,0,1.0552039424223687,1.2453249019447856,1.1801746106880227
2018-08-27,1.24531333649475,0.0,1.24531333649475,1.24531333649475,0,1.0552039424223687,1.24531333649475,1.180163650294898
2018-08-28,1.2453017711521237,0.0,1.2453017711521237,1.2453017711521237,0,1.0552039424223687,1.2453017711521237,1.1801526900035635
2018-08-29,1.245290205916906,0.0,1.245290205916906,1.245290205916906,0,1.0552039424223687,1.245290205916906,1.1801417298140182
2018-08-30,1.2452786407890954,0.0,1.2452786407890954,1.2452786407890954,0,1.0552039424223687,1.2452786407890954,1.1801307697262613
2018-08-31,1.2452670757686917,0.0,1.2452670757686917,1.2452670757686917,0,1.0552039424223687,1.2452670757686917,1.1801198097402918
2018-09-03,1.245255510855693,0.0,1.245255510855693,1.245255510855693,0,1.0552039424223687,1.245255510855693,1.1801088498561088
2018-09-04,1.245243946050099,0.0,1.245243946050099,1.245243946050099,0,1.0552039424223687,1.245243946050099,1.1800978900737111
2018-09-05,1.2452323813519084,0.0,1.2452323813519084,1.2452323813519084,0,1.0552039424223687,1.2452323813519084,1.180086930393098
2018-09-06,1.2452208167611203,0.0,1.2452208167611203,1.2452208167611203,0,1.0552039424223687,1.2452208167611203,1.1800759708142685
2018-09-07,1.2452092522777336,0.0,1.2452092522777336,1.2452092522777336,0,1.0552039424223687,1.2452092522777336,1.1800650113372217
2018-09-10,1.2451976879017475,0.0,1.2451976879017475,1.2451976879017475,0,1.0552039424223687,1.2451976879017475,1.1800540519619567
2018-09-11,1.2451861236331605,0.0,1.2451861236331605,1.2451861236331605,0,1.0552039424223687,1.2451861236331605,1.1800430926884722
2018-09-12,1.245174559471972,0.0,1.245174559471972,1.245174559471972,0,1.0552039424223687,1.245174559471972,1.1800321335167676
2018-09-13,1.245162995418181,0.0,1.245162995418181,1.245162995418181,0,1.0552039424223687,1.245162995418181,1.1800211744468418
2018-09-14,1.2451514314717866,0.0,1.2451514314717866,1.2451514314717866,0,1.0552039424223687,1.2451514314717866,1.180010215478694
2018-09-17,1.2451398676327878,0.0,1.2451398676327878,1.2451398676327878,0,1.0552039424223687,1.2451398676327878,1.1799992566123232
2018-09-18,1.2451283039011831,0.0,1.2451283039011831,1.2451283039011831,0,1.0552039424223687,1.2451283039011831,1.1799882978477283
2018-09-19,1.2451167402769723,0.0,1.2451167402769723,1.2451167402769723,0,1.0552039424223687,1.2451167402769723,1.1799773391849087
2018-09-20,1.2451051767601538,0.0,1.2451051767601538,1.2451051767601538,0,1.0552039424223687,1.2451051767601538,1.1799663806238632
2018-09-21,1.2450936133507264,0.0,1.2450936133507264,1.2450936133507264,0,1.0552039424223687,1.2450936133507264,1.1799554221645907
2018-09-27,1.2450820500486899,0.0,1.2450820500486899,1.2450820500486899,0,1.0552039424223687,1.2450820500486899,1.1799444638070906
2018-09-28,1.2450704868540428,0.0,1.2450704868540428,1.2450704868540428,0,1.0552039424223687,1.2450704868540428,1.1799335055513618
2018-10-01,1.2453112953695822,0.0,1.2453112953695822,1.2453112953695822,0,1.0552039424223687,1.2453112953695822,1.1801617159530273
2018-10-02,1.2455521504597866,0.0,1.2455521504597866,1.2455521504597866,0,1.0552039424223687,1.2455521504597866,1.1803899704927627
2018-10-04,1.2457930521336644,0.0,1.2457930521336644,1.2457930521336644,0,1.0552039424223687,1.2457930521336644,1.1806182691791045
2018-10-05,1.2460340004002253,0.0,1.2460340004002253,1.2460340004002253,0,1.0552039424223687,1.2460340004002253,1.1808466120205914
2018-10-08,1.2462749952684806,0.0,1.2462749952684806,1.2462749952684806,0,1.0552039424223687,1.2462749952684806,1.1810749990257632
2018-10-10,1.2465160367474435,0.0,1.2465160367474435,1.2465160367474435,0,1.0552039424223687,1.2465160367474435,1.1813034302031615
2018-10-11,1.246757124846129,0.0,1.246757124846129,1.246757124846129,0,1.0552039424223687,1.246757124846129,1.1815319055613298
2018-10-12,1.2469982595735538,0.0,1.2469982595735538,1.2469982595735538,0,1.0552039424223687,1.2469982595735538,1.181760425108813
2018-10-15,1.2472394409387364,0.0,1.2472394409387364,1.2472394409387364,0,1.0552039424223687,1.2472394409387364,1.1819889888541577
2018-10-16,1.247480668950697,0.0,1.247480668950697,1.247480668950697,0,1.0552039424223687,1.247480668950697,1.1822175968059123
2018-10-17,1.2477219436184575,0.0,1.2477219436184575,1.2477219436184575,0,1.0552039424223687,1.2477219436184575,1.1824462489726266
2018-10-18,1.2479632649510415,0.0,1.2479632649510415,1.2479632649510415,0,1.0552039424223687,1.2479632649510415,1.1826749453628524
2018-10-19,1.2482046329574743,0.0,1.2482046329574743,1.2482046329574743,0,1.0552039424223687,1.2482046329574743,1.1829036859851427
2018-10-22,1.2484460476467834,0.0,1.2484460476467834,1.2484460476467834,0,1.0552039424223687,1.2484460476467834,1.1831324708480526
2018-10-23,1.2486875090279974,0.0,1.2486875090279974,1.2486875090279974,0,1.0552039424223687,1.2486875090279974,1.1833612999601386
2018-10-24,1.2489290171101475,0.0,1.2489290171101475,1.2489290171101475,0,1.0552039424223687,1.2489290171101475,1.183590173329959
2018-10-25,1.2491705719022652,0.0,1.2491705719022652,1.2491705719022652,0,1.0552039424223687,1.2491705719022652,1.1838190909660733
2018-10-26,1.2494121734133854,0.0,1.2494121734133854,1.2494121734133854,0,1.0552039424223687,1.2494121734133854,1.1840480528770434
2018-10-29,1.249653821652544,0.0,1.249653821652544,1.249653821652544,0,1.0552039424223687,1.249653821652544,1.1842770590714324
2018-10-30,1.2498955166287782,0.0,1.2498955166287782,1.2498955166287782,0,1.0552039424223687,1.2498955166287782,1.184506109557805
2018-10-31,1.2501372583511277,0.0,1.2501372583511277,1.2501372583511277,0,1.0552039424223687,1.2501372583511277,1.1847352043447281
2018-11-01,1.2503790468286335,0.0,1.2503790468286335,1.2503790468286335,0,1.0552039424223687,1.2503790468286335,1.1849643434407693
2018-11-02,1.2506208820703384,0.0,1.2506208820703384,1.2506208820703384,0,1.0552039424223687,1.2506208820703384,1.1851935268544986
2018-11-05,1.2508627640852876,0.0,1.2508627640852876,1.2508627640852876,0,1.0552039424223687,1.2508627640852876,1.1854227545944878
2018-11-06,1.251104692882527,0.0,1.251104692882527,1.251104692882527,0,1.0552039424223687,1.251104692882527,1.1856520266693096
2018-11-07,1.2513466684711045,0.0,1.2513466684711045,1.2513466684711045,0,1.0552039424223687,1.2513466684711045,1.1858813430875388
2018-11-08,1.2515886908600706,0.0,1.2515886908600706,1.2515886908600706,0,1.0552039424223687,1.2515886908600706,1.186110703857752
2018-11-09,1.2518307600584768,0.0,1.2518307600584768,1.2518307600584768,0,1.0552039424223687,1.2518307600584768,1.1863401089885275
2018-11-12,1.252072876075376,0.0,1.252072876075376,1.252072876075376,0,1.0552039424223687,1.252072876075376,1.1865695584884446
2018-11-13,1.252315038919824,0.0,1.252315038919824,1.252315038919824,0,1.0552039424223687,1.252315038919824,1.186799052366085
2018-11-14,1.2525572486008774,0.0,1.2525572486008774,1.2525572486008774,0,1.0552039424223687,1.2525572486008774,1.1870285906300315
2018-11-15,1.2527995051275946,0.0,1.2527995051275946,1.2527995051275946,0,1.0552039424223687,1.2527995051275946,1.1872581732888692
2018-11-16,1.2530418085090365,0.0,1.2530418085090365,1.2530418085090365,0,1.0552039424223687,1.2530418085090365,1.1874878003511844
2018-11-19,1.2532841587542647,0.0,1.2532841587542647,1.2532841587542647,0,1.0552039424223687,1.2532841587542647,1.187717471825565
2018-11-20,1.2535265558723436,0.0,1.2535265558723436,1.2535265558723436,0,1.0552039424223687,1.2535265558723436,1.1879471877206007
2018-11-21,1.2537689998723387,0.0,1.2537689998723387,1.2537689998723387,0,1.0552039424223687,1.2537689998723387,1.1881769480448832
2018-11-22,1.2540114907633173,0.0,1.2540114907633173,1.2540114907633173,0,1.0552039424223687,1.2540114907633173,1.1884067528070053
2018-11-23,1.2542540285543486,0.0,1.2542540285543486,1.2542540285543486,0,1.0552039424223687,1.2542540285543486,1.1886366020155616
2018-11-26,1.254496613254504,0.0,1.254496613254504,1.254496613254504,0,1.0552039424223687,1.254496613254504,1.1888664956791488
2018-11-27,1.2547392448728552,0.0,1.2547392448728552,1.2547392448728552,0,1.0552039424223687,1.2547392448728552,1.1890964338063645
2018-11-28,1.2549819234184771,0.0,1.2549819234184771,1.2549819234184771,0,1.0552039424223687,1.2549819234184771,1.1893264164058088
2018-11-29,1.2552246489004462,0.0,1.2552246489004462,1.2552246489004462,0,1.0552039424223687,1.2552246489004462,1.1895564434860828
2018-11-30,1.25546742132784,0.0,1.25546742132784,1.25546742132784,0,1.0552039424223687,1.25546742132784,1.1897865150557896
2018-12-03,1.2557102407097385,0.0,1.2557102407097385,1.2557102407097385,0,1.0552039424223687,1.2557102407097385,1.1900166311235338
2018-12-04,1.255953107055223,0.0,1.255953107055223,1.255953107055223,0,1.0552039424223687,1.255953107055223,1.1902467916979218
2018-12-05,1.2561960203733766,0.0,1.2561960203733766,1.2561960203733766,0,1.0552039424223687,1.2561960203733766,1.1904769967875617
2018-12-06,1.2564389806732845,0.0,1.2564389806732845,1.2564389806732845,0,1.0552039424223687,1.2564389806732845,1.190707246401063
2018-12-07,1.2566819879640334,0.0,1.2566819879640334,1.2566819879640334,0,1.0552039424223687,1.2566819879640334,1.1909375405470373
2018-12-10,1.2569250422547116,0.0,1.2569250422547116,1.2569250422547116,0,1.0552039424223687,1.2569250422547116,1.1911678792340974
2018-12-11,1.2571681435544093,0.0,1.2571681435544093,1.2571681435544093,0,1.0552039424223687,1.2571681435544093,1.191398262470858
2018-12-12,1.2574112918722185,0.0,1.2574112918722185,1.2574112918722185,0,1.0552039424223687,1.2574112918722185,1.1916286902659352
2018-12-13,1.257654487217233,0.0,1.257654487217233,1.257654487217233,0,1.0552039424223687,1.257654487217233,1.1918591626279473
2018-12-14,1.2578977295985487,0.0,1.2578977295985487,1.2578977295985487,0,1.0552039424223687,1.2578977295985487,1.192089679565514
2018-12-17,1.2581410190252624,0.0,1.2581410190252624,1.2581410190252624,0,1.0552039424223687,1.2581410190252624,1.1923202410872566
2018-12-18,1.258384355506473,0.0,1.258384355506473,1.258384355506473,0,1.0552039424223687,1.258384355506473,1.192550847201798
2018-12-19,1.258627739051282,0.0,1.258627739051282,1.258627739051282,0,1.0552039424223687,1.258627739051282,1.1927814979177631
2018-12-20,1.2588711696687913,0.0,1.2588711696687913,1.2588711696687913,0,1.0552039424223687,1.2588711696687913,1.193012193243778
2018-12-21,1.2591146473681056,0.0,1.2591146473681056,1.2591146473681056,0,1.0552039424223687,1.2591146473681056,1.1932429331884709
2018-12-24,1.2593581721583307,0.0,1.2593581721583307,1.2593581721583307,0,1.0552039424223687,1.2593581721583307,1.1934737177604713
2018-12-26,1.2596017440485743,0.0,1.2596017440485743,1.2596017440485743,0,1.0552039424223687,1.2596017440485743,1.1937045469684104
2018-12-27,1.2598453630479463,0.0,1.2598453630479463,1.2598453630479463,0,1.0552039424223687,1.2598453630479463,1.1939354208209216
2018-12-28,1.2600890291655582,0.0,1.2600890291655582,1.2600890291655582,0,1.0552039424223687,1.2600890291655582,1.1941663393266395
2019-01-02,1.2604934588812344,0.0,1.2604934588812344,1.2604934588812344,0,1.0552039424223687,1.2604934588812344,1.1945496109383318
2019-01-03,1.2608980183999572,0.0,1.2608980183999572,1.2608980183999572,0,1.0552039424223687,1.2608980183999572,1.1949330055623075
2019-01-04,1.2613027077633872,0.0,1.2613027077633872,1.2613027077633872,0,1.0552039424223687,1.2613027077633872,1.195316523238048
2019-01-07,1.2617075270131988,0.0,1.2617075270131988,1.2617075270131988,0,1.0552039424223687,1.2617075270131988,1.1957001640050473
2019-01-08,1.2621124761910791,0.0,1.2621124761910791,1.2621124761910791,0,1.0552039424223687,1.2621124761910791,1.1960839279028117
2019-01-09,1.262517555338729,0.0,1.262517555338729,1.262517555338729,0,1.0552039424223687,1.262517555338729,1.1964678149708603
2019-01-10,1.2629227644978627,0.0,1.2629227644978627,1.2629227644978627,0,1.0552039424223687,1.2629227644978627,1.1968518252487252
2019-01-11,1.2633281037102082,0.0,1.2633281037102082,1.2633281037102082,0,1.0552039424223687,1.2633281037102082,1.1972359587759511
2019-01-14,1.263733573017506,0.0,1.263733573017506,1.263733573017506,0,1.0552039424223687,1.263733573017506,1.1976202155920952
2019-01-15,1.2641391724615108,0.0,1.2641391724615108,1.2641391724615108,0,1.0552039424223687,1.2641391724615108,1.1980045957367274
2019-01-16,1.2645449020839903,0.0,1.2645449020839903,1.2645449020839903,0,1.0552039424223687,1.2645449020839903,1.1983890992494304
2019-01-17,1.2649507619267257,0.0,1.2649507619267257,1.2649507619267257,0,1.0552039424223687,1.2649507619267257,1.1987737261697997
2019-01-18,1.2653567520315117,0.0,1.2653567520315117,1.2653567520315117,0,1.0552039424223687,1.2653567520315117,1.1991584765374432
2019-01-21,1.2657628724401562,0.0,1.2657628724401562,1.2657628724401562,0,1.0552039424223687,1.2657628724401562,1.199543350391982
2019-01-22,1.2661691231944805,0.0,1.2661691231944805,1.2661691231944805,0,1.0552039424223687,1.2661691231944805,1.1999283477730491
2019-01-23,1.26657550433632,0.0,1.26657550433632,1.26657550433632,0,1.0552039424223687,1.26657550433632,1.2003134687202914
2019-01-24,1.2669820159075227,0.0,1.2669820159075227,1.2669820159075227,0,1.0552039424223687,1.2669820159075227,1.2006987132733675
2019-01-25,1.2673886579499503,0.0,1.2673886579499503,1.2673886579499503,0,1.0552039424223687,1.2673886579499503,1.2010840814719492
2019-01-28,1.267795430505478,0.0,1.267795430505478,1.267795430505478,0,1.0552039424223687,1.267795430505478,1.2014695733557208
2019-01-29,1.2682023336159942,0.0,1.2682023336159942,1.2682023336159942,0,1.0552039424223687,1.2682023336159942,1.2018551889643796
2019-01-30,1.2686093673234013,0.0,1.2686093673234013,1.2686093673234013,0,1.0552039424223687,1.2686093673234013,1.2022409283376354
2019-01-31,1.2690165316696147,0.0,1.2690165316696147,1.2690165316696147,0,1.0552039424223687,1.2690165316696147,1.202626791515211
2019-02-01,1.2694238266965632,0.0,1.2694238266965632,1.2694238266965632,0,1.0552039424223687,1.2694238266965632,1.2030127785368416
2019-02-07,1.2698312524461894,0.0,1.2698312524461894,1.2698312524461894,0,1.0552039424223687,1.2698312524461894,1.2033988894422756
2019-02-08,1.2702388089604493,0.0,1.2702388089604493,1.2702388089604493,0,1.0552039424223687,1.2702388089604493,1.2037851242712738
2019-02-11,1.2706464962813118,0.0,1.2706464962813118,1.2706464962813118,0,1.0552039424223687,1.2706464962813118,1.2041714830636099
2019-02-12,1.27105431445076,0.0,1.27105431445076,1.27105431445076,0,1.0552039424223687,1.27105431445076,1.2045579658590704
2019-02-13,1.2714622635107904,0.0,1.2714622635107904,1.2714622635107904,0,1.0552039424223687,1.2714622635107904,1.2049445726974544
2019-02-14,1.2718703435034122,0.0,1.2718703435034122,1.2718703435034122,0,1.0552039424223687,1.2718703435034122,1.2053313036185738
2019-02-15,1.2722785544706487,0.0,1.2722785544706487,1.2722785544706487,0,1.0552039424223687,1.2722785544706487,1.2057181586622534
2019-02-18,1.2726868964545373,0.0,1.2726868964545373,1.2726868964545373,0,1.0552039424223687,1.2726868964545373,1.206105137868331
2019-02-19,1.2730953694971276,0.0,1.2730953694971276,1.2730953694971276,0,1.0552039424223687,1.2730953694971276,1.2064922412766566
2019-02-20,1.2735039736404836,0.0,1.2735039736404836,1.2735039736404836,0,1.0552039424223687,1.2735039736404836,1.2068794689270934
2019-02-21,1.2739127089266826,0.0,1.2739127089266826,1.2739127089266826,0,1.0552039424223687,1.2739127089266826,1.2072668208595176
2019-02-22,1.2743215753978152,0.0,1.2743215753978152,1.2743215753978152,0,1.0552039424223687,1.2743215753978152,1.2076542971138178
2019-02-25,1.2747305730959855,0.0,1.2747305730959855,1.2747305730959855,0,1.0552039424223687,1.2747305730959855,1.2080418977298952
2019-02-26,1.275139702063311,0.0,1.275139702063311,1.275139702063311,0,1.0552039424223687,1.275139702063311,1.2084296227476643
2019-02-27,1.2755489623419238,0.0,1.2755489623419238,1.2755489623419238,0,1.0552039424223687,1.2755489623419238,1.2088174722070524
2019-02-28,1.275958353973968,0.0,1.275958353973968,1.275958353973968,0,1.0552039424223687,1.275958353973968,1.2092054461479993
