rebalance_period_end,available_date,execution_date,ticker,sector,value_score,rank,weight,entry_close
2015-09-30,2015-11-04,2015-11-05,HD,Retail-Lumber & Other Building Materials Dealers,-0.2528980832566103,30,0.03333333333333333,97.98429870605467
2015-12-31,2016-02-04,2016-02-05,NVDA,Semiconductors & Related Devices,8.351659361707835,1,0.03333333333333333,0.6446609497070312
2015-12-31,2016-02-04,2016-02-05,LRCX,"Special Industry Machinery, NEC",4.859597103821044,2,0.03333333333333333,5.981700897216797
2015-12-31,2016-02-04,2016-02-05,AAPL,Electronic Computers,4.2076704583618625,3,0.03333333333333333,21.274093627929688
2015-12-31,2016-02-04,2016-02-05,C,National Commercial Banks,2.639164765379755,4,0.03333333333333333,29.517147064208984
2015-12-31,2016-02-04,2016-02-05,BX,Investment Advice,1.4121426910370598,5,0.03333333333333333,16.766386032104492
2015-12-31,2016-02-04,2016-02-05,AXP,Finance Services,1.0597679761844352,6,0.03333333333333333,46.70773696899414
2015-12-31,2016-02-04,2016-02-05,WMT,Retail-Variety Stores,0.8803282682333439,7,0.03333333333333333,18.540529251098636
2015-12-31,2016-02-04,2016-02-05,AMZN,Retail-Catalog & Mail-Order Houses,0.6954277223297477,8,0.03333333333333333,25.10650062561035
2015-12-31,2016-02-04,2016-02-05,NEE,Electric Services,0.6051196937681181,9,0.03333333333333333,21.839933395385746
2015-12-31,2016-02-04,2016-02-05,IBM,Computer & office Equipment,0.5942290131965555,10,0.03333333333333333,79.34808349609375
2015-12-31,2016-02-04,2016-02-05,QCOM,Radio & Tv Broadcasting & Communications Equipment,0.4156518630734499,11,0.03333333333333333,32.99995040893555
2015-12-31,2016-02-04,2016-02-05,ELV,Hospital & Medical Service Plans,0.36486498774846676,12,0.03333333333333333,106.79295349121094
2015-12-31,2016-02-04,2016-02-05,AEP,Electric Services,0.3524287761168233,13,0.03333333333333333,43.47342300415039
2015-12-31,2016-02-04,2016-02-05,GILD,"Biological Products, (No Diagnostic Substances)",0.3003694738910915,14,0.03333333333333333,59.51846694946289
2015-12-31,2016-02-04,2016-02-05,UNP,"Railroads, Line-Haul Operating",0.27622354386813347,15,0.03333333333333333,59.66349029541016
2015-12-31,2016-02-04,2016-02-05,T,Telephone Communications (No Radiotelephone),0.2739027846237489,16,0.03333333333333333,13.621389389038086
2015-12-31,2016-02-04,2016-02-05,MU,Semiconductors & Related Devices,0.2511315082457126,17,0.03333333333333333,10.728158950805664
2015-12-31,2016-02-04,2016-02-05,DHR,"Industrial Instruments For Measurement, Display, and Control",0.22635660039507688,18,0.03333333333333333,34.87159729003906
2015-12-31,2016-02-04,2016-02-05,RTX,Aircraft Engines & Engine Parts,0.22545639616549748,19,0.03333333333333333,43.46467208862305
2015-12-31,2016-02-04,2016-02-05,VZ,Telephone Communications (No Radiotelephone),0.21072372447673654,20,0.03333333333333333,29.65233993530273
2015-12-31,2016-02-04,2016-02-05,DUK,Electric & Other Services Combined,0.1939236369995256,21,0.03333333333333333,51.50911331176758
2015-12-31,2016-02-04,2016-02-05,CSCO,Computer Communications Equipment,0.10025456885911316,22,0.03333333333333333,16.765884399414062
2015-12-31,2016-02-04,2016-02-05,MRK,Pharmaceutical Preparations,0.07536873160106841,23,0.03333333333333333,34.33728790283203
2015-12-31,2016-02-04,2016-02-05,TMUS,Radiotelephone Communications,0.04198765195290735,24,0.03333333333333333,34.286468505859375
2015-12-31,2016-02-04,2016-02-05,UPS,Trucking & Courier Services (No Air),0.03304572581517498,25,0.03333333333333333,64.16357421875
2015-12-31,2016-02-04,2016-02-05,LMT,Guided Missiles & Space Vehicles & Parts,-0.01392988861192967,26,0.03333333333333333,161.40797424316406
2015-12-31,2016-02-04,2016-02-05,CAT,Construction Machinery & Equip,-0.07714589972732205,27,0.03333333333333333,52.17771530151367
2015-12-31,2016-02-04,2016-02-05,HD,Retail-Lumber & Other Building Materials Dealers,-0.10866359754483222,28,0.03333333333333333,91.1455078125
2015-12-31,2016-02-04,2016-02-05,MCD,Retail-Eating  Places,-0.12289369516317429,29,0.03333333333333333,89.95929718017578
2015-12-31,2016-02-04,2016-02-05,PFE,Pharmaceutical Preparations,-0.13253602934334058,30,0.03333333333333333,17.48861312866211
2016-03-31,2016-05-05,2016-05-06,NVDA,Semiconductors & Related Devices,6.705879934967843,1,0.03333333333333333,0.86488276720047
2016-03-31,2016-05-05,2016-05-06,LRCX,"Special Industry Machinery, NEC",6.415006102909972,2,0.03333333333333333,6.525813579559326
2016-03-31,2016-05-05,2016-05-06,AAPL,Electronic Computers,6.060212010839628,3,0.03333333333333333,21.1076717376709
2016-03-31,2016-05-05,2016-05-06,C,National Commercial Banks,2.726766668604402,4,0.03333333333333333,32.92127990722656
2016-03-31,2016-05-05,2016-05-06,BX,Investment Advice,1.837572013390726,5,0.03333333333333333,17.065086364746094
2016-03-31,2016-05-05,2016-05-06,WMT,Retail-Variety Stores,1.359956794650611,6,0.03333333333333333,19.02625274658203
2016-03-31,2016-05-05,2016-05-06,NEE,Electric Services,1.0021837579159136,7,0.03333333333333333,22.94999885559082
2016-03-31,2016-05-05,2016-05-06,AXP,Finance Services,0.9708817000874366,8,0.03333333333333333,56.08936309814453
2016-03-31,2016-05-05,2016-05-06,T,Telephone Communications (No Radiotelephone),0.7076833608653238,9,0.03333333333333333,14.63808250427246
2016-03-31,2016-05-05,2016-05-06,GILD,"Biological Products, (No Diagnostic Substances)",0.6665235277351801,10,0.03333333333333333,59.4821891784668
2016-03-31,2016-05-05,2016-05-06,VZ,Telephone Communications (No Radiotelephone),0.6407479336518999,11,0.03333333333333333,30.053525924682617
2016-03-31,2016-05-05,2016-05-06,RTX,Aircraft Engines & Engine Parts,0.6103870336835587,12,0.03333333333333333,50.40888214111328
2016-03-31,2016-05-05,2016-05-06,IBM,Computer & office Equipment,0.5756913716270085,13,0.03333333333333333,92.71598052978516
2016-03-31,2016-05-05,2016-05-06,AEP,Electric Services,0.4538518073708225,14,0.03333333333333333,45.45564270019531
2016-03-31,2016-05-05,2016-05-06,DUK,Electric & Other Services Combined,0.43084496375932135,15,0.03333333333333333,52.27707290649414
2016-03-31,2016-05-05,2016-05-06,QCOM,Radio & Tv Broadcasting & Communications Equipment,0.4006179720935162,16,0.03333333333333333,38.5308952331543
2016-03-31,2016-05-05,2016-05-06,TMUS,Radiotelephone Communications,0.36180846251618026,17,0.03333333333333333,37.96894836425781
2016-03-31,2016-05-05,2016-05-06,ELV,Hospital & Medical Service Plans,0.3466018714955452,18,0.03333333333333333,119.38084411621094
2016-03-31,2016-05-05,2016-05-06,MU,Semiconductors & Related Devices,0.3383924905813445,19,0.03333333333333333,9.743119239807127
2016-03-31,2016-05-05,2016-05-06,UNP,"Railroads, Line-Haul Operating",0.309042506924031,20,0.03333333333333333,68.64346313476562
2016-03-31,2016-05-05,2016-05-06,AMZN,Retail-Catalog & Mail-Order Houses,0.24769915884642416,21,0.03333333333333333,33.6974983215332
2016-03-31,2016-05-05,2016-05-06,DHR,"Industrial Instruments For Measurement, Display, and Control",0.12435805017828232,22,0.03333333333333333,39.8883056640625
2016-03-31,2016-05-05,2016-05-06,CSCO,Computer Communications Equipment,0.08273886212756136,23,0.03333333333333333,19.609737396240234
2016-03-31,2016-05-05,2016-05-06,UPS,Trucking & Courier Services (No Air),0.08166794496426474,24,0.03333333333333333,69.24761962890625
2016-03-31,2016-05-05,2016-05-06,LMT,Guided Missiles & Space Vehicles & Parts,-0.01534274201671898,25,0.03333333333333333,184.35818481445312
2016-03-31,2016-05-05,2016-05-06,INTC,Semiconductors & Related Devices,-0.06795857168155028,26,0.03333333333333333,24.156879425048828
2016-03-31,2016-05-05,2016-05-06,CAT,Construction Machinery & Equip,-0.17307304598859888,27,0.03333333333333333,58.45552062988281
2016-03-31,2016-05-05,2016-05-06,AMGN,"Biological Products, (No Diagnostic Substances)",-0.18813427392832663,28,0.03333333333333333,112.94805908203124
2016-03-31,2016-05-05,2016-05-06,HD,Retail-Lumber & Other Building Materials Dealers,-0.25515641797792626,29,0.03333333333333333,106.81486511230467
2016-03-31,2016-05-05,2016-05-06,PFE,Pharmaceutical Preparations,-0.2724424663157909,30,0.03333333333333333,20.22968292236328
2016-06-30,2016-08-04,2016-08-05,NVDA,Semiconductors & Related Devices,6.602726469742365,1,0.03333333333333333,1.4284427165985107
2016-06-30,2016-08-04,2016-08-05,AAPL,Electronic Computers,5.508591120656621,2,0.03333333333333333,24.60033226013184
2016-06-30,2016-08-04,2016-08-05,LRCX,"Special Industry Machinery, NEC",5.4932839708491805,3,0.03333333333333333,8.149676322937012
2016-06-30,2016-08-04,2016-08-05,C,National Commercial Banks,2.8191814838336513,4,0.03333333333333333,34.01527404785156
2016-06-30,2016-08-04,2016-08-05,BX,Investment Advice,2.080653756092913,5,0.03333333333333333,17.62198257446289
2016-06-30,2016-08-04,2016-08-05,WMT,Retail-Variety Stores,1.524392354478643,6,0.03333333333333333,20.712839126586918
2016-06-30,2016-08-04,2016-08-05,GILD,"Biological Products, (No Diagnostic Substances)",1.216756113457489,7,0.03333333333333333,56.80067825317383
2016-06-30,2016-08-04,2016-08-05,AXP,Finance Services,1.2048930911883031,8,0.03333333333333333,57.25429534912109
2016-06-30,2016-08-04,2016-08-05,NEE,Electric Services,0.9904417831705117,9,0.03333333333333333,24.582223892211918
2016-06-30,2016-08-04,2016-08-05,AMZN,Retail-Catalog & Mail-Order Houses,0.7529151092326455,10,0.03333333333333333,38.29899978637695
2016-06-30,2016-08-04,2016-08-05,T,Telephone Communications (No Radiotelephone),0.7199013674187954,11,0.03333333333333333,16.444713592529297
2016-06-30,2016-08-04,2016-08-05,RTX,Aircraft Engines & Engine Parts,0.6843260365578944,12,0.03333333333333333,54.06560516357422
2016-06-30,2016-08-04,2016-08-05,VZ,Telephone Communications (No Radiotelephone),0.5566080606716282,13,0.03333333333333333,31.853403091430664
2016-06-30,2016-08-04,2016-08-05,ELV,Hospital & Medical Service Plans,0.5529036300052538,14,0.03333333333333333,111.75994873046876
2016-06-30,2016-08-04,2016-08-05,AEP,Electric Services,0.540402279132676,15,0.03333333333333333,47.7720947265625
2016-06-30,2016-08-04,2016-08-05,IBM,Computer & office Equipment,0.5314165246200476,16,0.03333333333333333,102.91981506347656
2016-06-30,2016-08-04,2016-08-05,DUK,Electric & Other Services Combined,0.45460999783594197,17,0.03333333333333333,56.05275344848633
2016-06-30,2016-08-04,2016-08-05,TMUS,Radiotelephone Communications,0.35635652938801987,18,0.03333333333333333,45.939640045166016
2016-06-30,2016-08-04,2016-08-05,QCOM,Radio & Tv Broadcasting & Communications Equipment,0.31508891568765224,19,0.03333333333333333,47.36543273925781
2016-06-30,2016-08-04,2016-08-05,UNP,"Railroads, Line-Haul Operating",0.3032599036530143,20,0.03333333333333333,75.64694213867188
2016-06-30,2016-08-04,2016-08-05,ORCL,Services-Prepackaged Software,0.29165602998694395,21,0.03333333333333333,35.548973083496094
2016-06-30,2016-08-04,2016-08-05,UPS,Trucking & Courier Services (No Air),0.18102073231030105,22,0.03333333333333333,74.34379577636719
2016-06-30,2016-08-04,2016-08-05,CSCO,Computer Communications Equipment,0.050298599784474075,23,0.03333333333333333,23.152328491210938
2016-06-30,2016-08-04,2016-08-05,LMT,Guided Missiles & Space Vehicles & Parts,0.028566674736042283,24,0.03333333333333333,201.1015625
2016-06-30,2016-08-04,2016-08-05,HD,Retail-Lumber & Other Building Materials Dealers,-0.10084927406357738,25,0.03333333333333333,108.32534790039062
2016-06-30,2016-08-04,2016-08-05,INTC,Semiconductors & Related Devices,-0.1475202981308484,26,0.03333333333333333,28.342634201049805
2016-06-30,2016-08-04,2016-08-05,AMGN,"Biological Products, (No Diagnostic Substances)",-0.15820481179114687,27,0.03333333333333333,128.88365173339844
2016-06-30,2016-08-04,2016-08-05,MCD,Retail-Eating  Places,-0.184431790129941,28,0.03333333333333333,94.32162475585938
2016-06-30,2016-08-04,2016-08-05,CAT,Construction Machinery & Equip,-0.19443374293145077,29,0.03333333333333333,66.4201431274414
2016-06-30,2016-08-04,2016-08-05,MU,Semiconductors & Related Devices,-0.20703139214308655,30,0.03333333333333333,14.16117000579834
2016-09-30,2016-11-04,2016-11-07,LRCX,"Special Industry Machinery, NEC",7.58373611395859,1,0.03333333333333333,8.63780403137207
2016-09-30,2016-11-04,2016-11-07,NVDA,Semiconductors & Related Devices,6.455815185203404,2,0.03333333333333333,1.752452373504639
2016-09-30,2016-11-04,2016-11-07,AAPL,Electronic Computers,5.089781369442434,3,0.03333333333333333,25.40070533752441
2016-09-30,2016-11-04,2016-11-07,C,National Commercial Banks,2.4173193262174686,4,0.03333333333333333,37.18820571899414
2016-09-30,2016-11-04,2016-11-07,BX,Investment Advice,2.283622483814531,5,0.03333333333333333,15.728517532348633
2016-09-30,2016-11-04,2016-11-07,WMT,Retail-Variety Stores,1.5750190835385147,6,0.03333333333333333,19.72934341430664
2016-09-30,2016-11-04,2016-11-07,GILD,"Biological Products, (No Diagnostic Substances)",1.2660161242611645,7,0.03333333333333333,52.589385986328125
2016-09-30,2016-11-04,2016-11-07,AXP,Finance Services,1.1081151789313968,8,0.03333333333333333,58.84220504760742
2016-09-30,2016-11-04,2016-11-07,AMZN,Retail-Catalog & Mail-Order Houses,1.0447653119340254,9,0.03333333333333333,39.24649810791016
2016-09-30,2016-11-04,2016-11-07,T,Telephone Communications (No Radiotelephone),0.9050386470757034,10,0.03333333333333333,14.25225830078125
2016-09-30,2016-11-04,2016-11-07,NEE,Electric Services,0.8489300640128095,11,0.03333333333333333,24.493867874145508
2016-09-30,2016-11-04,2016-11-07,RTX,Aircraft Engines & Engine Parts,0.6924138383674858,12,0.03333333333333333,52.02666473388672
2016-09-30,2016-11-04,2016-11-07,VZ,Telephone Communications (No Radiotelephone),0.6359170747708678,13,0.03333333333333333,28.50491142272949
2016-09-30,2016-11-04,2016-11-07,ELV,Hospital & Medical Service Plans,0.5348678482603024,14,0.03333333333333333,108.50767517089844
2016-09-30,2016-11-04,2016-11-07,DUK,Electric & Other Services Combined,0.5270391952178046,15,0.03333333333333333,53.19564437866211
2016-09-30,2016-11-04,2016-11-07,IBM,Computer & office Equipment,0.5270347424698452,16,0.03333333333333333,98.86910247802734
2016-09-30,2016-11-04,2016-11-07,TMUS,Radiotelephone Communications,0.3871508644211691,17,0.03333333333333333,48.41064834594727
2016-09-30,2016-11-04,2016-11-07,ORCL,Services-Prepackaged Software,0.34693694497702604,18,0.03333333333333333,33.91667556762695
2016-09-30,2016-11-04,2016-11-07,UNP,"Railroads, Line-Haul Operating",0.29368703631272214,19,0.03333333333333333,73.5736312866211
2016-09-30,2016-11-04,2016-11-07,AEP,Electric Services,0.24191647652592144,20,0.03333333333333333,44.89681625366211
2016-09-30,2016-11-04,2016-11-07,LMT,Guided Missiles & Space Vehicles & Parts,0.2400826942769247,21,0.03333333333333333,186.118408203125
2016-09-30,2016-11-04,2016-11-07,UPS,Trucking & Courier Services (No Air),0.14117991845952382,22,0.03333333333333333,75.56546020507812
2016-09-30,2016-11-04,2016-11-07,QCOM,Radio & Tv Broadcasting & Communications Equipment,0.11953575036789064,23,0.03333333333333333,52.74453353881836
2016-09-30,2016-11-04,2016-11-07,CSCO,Computer Communications Equipment,0.09896742434417091,24,0.03333333333333333,23.26846694946289
2016-09-30,2016-11-04,2016-11-07,AMGN,"Biological Products, (No Diagnostic Substances)",-0.013820815392113703,25,0.03333333333333333,103.91682434082033
2016-09-30,2016-11-04,2016-11-07,HD,Retail-Lumber & Other Building Materials Dealers,-0.03783584579356661,26,0.03333333333333333,98.4150848388672
2016-09-30,2016-11-04,2016-11-07,INTC,Semiconductors & Related Devices,-0.16903417896453157,27,0.03333333333333333,28.320480346679688
2016-09-30,2016-11-04,2016-11-07,PFE,Pharmaceutical Preparations,-0.18271824108463702,28,0.03333333333333333,18.619295120239254
2016-09-30,2016-11-04,2016-11-07,KLAC,Optical Instruments & Lenses,-0.21614561020597875,29,0.03333333333333333,64.56036376953125
2016-09-30,2016-11-04,2016-11-07,NKE,Rubber & Plastics Footwear,-0.2236466486472073,30,0.03333333333333333,44.88395690917969
2016-12-31,2017-02-04,2017-02-06,LRCX,"Special Industry Machinery, NEC",8.213710865193825,1,0.03333333333333333,10.317720413208008
2016-12-31,2017-02-04,2017-02-06,NVDA,Semiconductors & Related Devices,6.1175262340728915,2,0.03333333333333333,2.888844966888428
2016-12-31,2017-02-04,2017-02-06,AAPL,Electronic Computers,5.5573678015181525,3,0.03333333333333333,29.97425651550293
2016-12-31,2017-02-04,2017-02-06,BX,Investment Advice,2.613006445386594,4,0.03333333333333333,20.493820190429688
2016-12-31,2017-02-04,2017-02-06,C,National Commercial Banks,2.4652425738844737,5,0.03333333333333333,43.14864730834961
2016-12-31,2017-02-04,2017-02-06,WMT,Retail-Variety Stores,2.141358551650654,6,0.03333333333333333,18.908056259155277
2016-12-31,2017-02-04,2017-02-06,GILD,"Biological Products, (No Diagnostic Substances)",1.5566244613801006,7,0.03333333333333333,51.77643203735352
2016-12-31,2017-02-04,2017-02-06,AMZN,Retail-Catalog & Mail-Order Houses,1.2568556909485535,8,0.03333333333333333,40.38199996948242
2016-12-31,2017-02-04,2017-02-06,NEE,Electric Services,1.0948866158527777,9,0.03333333333333333,24.52326011657715
2016-12-31,2017-02-04,2017-02-06,AXP,Finance Services,1.0495004098922005,10,0.03333333333333333,68.63626861572266
2016-12-31,2017-02-04,2017-02-06,T,Telephone Communications (No Radiotelephone),0.9023046682544008,11,0.03333333333333333,16.143352508544922
2016-12-31,2017-02-04,2017-02-06,VZ,Telephone Communications (No Radiotelephone),0.7791510483238945,12,0.03333333333333333,29.15567779541016
2016-12-31,2017-02-04,2017-02-06,RTX,Aircraft Engines & Engine Parts,0.7563409254322214,13,0.03333333333333333,56.22341537475586
2016-12-31,2017-02-04,2017-02-06,DUK,Electric & Other Services Combined,0.6882963806881787,14,0.03333333333333333,52.74079513549805
2016-12-31,2017-02-04,2017-02-06,IBM,Computer & office Equipment,0.468469758976335,15,0.03333333333333333,112.66921997070312
2016-12-31,2017-02-04,2017-02-06,ORCL,Services-Prepackaged Software,0.4014722019321305,16,0.03333333333333333,34.92927169799805
2016-12-31,2017-02-04,2017-02-06,QCOM,Radio & Tv Broadcasting & Communications Equipment,0.37571902390244216,17,0.03333333333333333,41.05970001220703
2016-12-31,2017-02-04,2017-02-06,ELV,Hospital & Medical Service Plans,0.3072115684440736,18,0.03333333333333333,138.41641235351562
2016-12-31,2017-02-04,2017-02-06,AEP,Electric Services,0.2868378801023839,19,0.03333333333333333,45.735260009765625
2016-12-31,2017-02-04,2017-02-06,UPS,Trucking & Courier Services (No Air),0.2309764124450091,20,0.03333333333333333,73.50328826904297
2016-12-31,2017-02-04,2017-02-06,LMT,Guided Missiles & Space Vehicles & Parts,0.22584213675888837,21,0.03333333333333333,199.9638214111328
2016-12-31,2017-02-04,2017-02-06,TMUS,Radiotelephone Communications,0.2193297360050837,22,0.03333333333333333,58.61198043823242
2016-12-31,2017-02-04,2017-02-06,CSCO,Computer Communications Equipment,0.13712303917978846,23,0.03333333333333333,23.741323471069336
2016-12-31,2017-02-04,2017-02-06,UNP,"Railroads, Line-Haul Operating",0.11452073291939249,24,0.03333333333333333,87.82777404785156
2016-12-31,2017-02-04,2017-02-06,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",-0.10014765258366742,25,0.03333333333333333,68.1109390258789
2016-12-31,2017-02-04,2017-02-06,HD,Retail-Lumber & Other Building Materials Dealers,-0.10934876009698205,26,0.03333333333333333,109.12322998046876
2016-12-31,2017-02-04,2017-02-06,AMGN,"Biological Products, (No Diagnostic Substances)",-0.17711845684687072,27,0.03333333333333333,125.1877670288086
2016-12-31,2017-02-04,2017-02-06,INTC,Semiconductors & Related Devices,-0.23498899198931042,28,0.03333333333333333,29.821754455566406
2016-12-31,2017-02-04,2017-02-06,NKE,Rubber & Plastics Footwear,-0.281746822397979,29,0.03333333333333333,46.71818542480469
2016-12-31,2017-02-04,2017-02-06,JNJ,Pharmaceutical Preparations,-0.30465139507143013,30,0.03333333333333333,87.93051147460938
2017-03-31,2017-05-05,2017-05-08,NVDA,Semiconductors & Related Devices,10.407927568924514,1,0.03333333333333333,2.5339813232421875
2017-03-31,2017-05-05,2017-05-08,LRCX,"Special Industry Machinery, NEC",6.803698278589954,2,0.03333333333333333,13.182295799255373
2017-03-31,2017-05-05,2017-05-08,AAPL,Electronic Computers,4.145871262356939,3,0.03333333333333333,35.353782653808594
2017-03-31,2017-05-05,2017-05-08,NEE,Electric Services,1.5470082970092485,4,0.03333333333333333,26.923887252807617
2017-03-31,2017-05-05,2017-05-08,WMT,Retail-Variety Stores,1.4867122226439027,5,0.03333333333333333,21.83530807495117
2017-03-31,2017-05-05,2017-05-08,GILD,"Biological Products, (No Diagnostic Substances)",1.415940693728682,6,0.03333333333333333,48.44136047363281
2017-03-31,2017-05-05,2017-05-08,BX,Investment Advice,1.1637344240850453,7,0.03333333333333333,20.73610496520996
2017-03-31,2017-05-05,2017-05-08,C,National Commercial Banks,0.8639392486422268,8,0.03333333333333333,45.41049957275391
2017-03-31,2017-05-05,2017-05-08,AEP,Electric Services,0.8421073820793243,9,0.03333333333333333,49.41558837890625
2017-03-31,2017-05-05,2017-05-08,T,Telephone Communications (No Radiotelephone),0.7788913167324909,10,0.03333333333333333,15.405139923095703
2017-03-31,2017-05-05,2017-05-08,AMZN,Retail-Catalog & Mail-Order Houses,0.6837174518128372,11,0.03333333333333333,47.45199966430664
2017-03-31,2017-05-05,2017-05-08,IBM,Computer & office Equipment,0.5290086691766327,12,0.03333333333333333,99.78312683105467
2017-03-31,2017-05-05,2017-05-08,AXP,Finance Services,0.4216452941843446,13,0.03333333333333333,69.21920776367188
2017-03-31,2017-05-05,2017-05-08,ELV,Hospital & Medical Service Plans,0.37789136421537317,14,0.03333333333333333,159.3601837158203
2017-03-31,2017-05-05,2017-05-08,DUK,Electric & Other Services Combined,0.31912030542094827,15,0.03333333333333333,57.00282669067383
2017-03-31,2017-05-05,2017-05-08,QCOM,Radio & Tv Broadcasting & Communications Equipment,0.22316466104067362,16,0.03333333333333333,42.807254791259766
2017-03-31,2017-05-05,2017-05-08,VZ,Telephone Communications (No Radiotelephone),0.20544679818417616,17,0.03333333333333333,28.643573760986328
2017-03-31,2017-05-05,2017-05-08,ORCL,Services-Prepackaged Software,0.18280318995328693,18,0.03333333333333333,39.85620880126953
2017-03-31,2017-05-05,2017-05-08,UNP,"Railroads, Line-Haul Operating",0.12394645379607669,19,0.03333333333333333,90.2397232055664
2017-03-31,2017-05-05,2017-05-08,RTX,Aircraft Engines & Engine Parts,0.11959792262154503,20,0.03333333333333333,61.87242126464844
2017-03-31,2017-05-05,2017-05-08,TMUS,Radiotelephone Communications,0.06587553539093882,21,0.03333333333333333,63.602081298828125
2017-03-31,2017-05-05,2017-05-08,INTC,Semiconductors & Related Devices,0.03065136299116889,22,0.03333333333333333,30.26726531982422
2017-03-31,2017-05-05,2017-05-08,AMGN,"Biological Products, (No Diagnostic Substances)",-0.039237704091682875,23,0.03333333333333333,123.36493682861328
2017-03-31,2017-05-05,2017-05-08,CSCO,Computer Communications Equipment,-0.03983418217352834,24,0.03333333333333333,26.2358455657959
2017-03-31,2017-05-05,2017-05-08,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",-0.10977520242266088,25,0.03333333333333333,67.96502685546875
2017-03-31,2017-05-05,2017-05-08,UPS,Trucking & Courier Services (No Air),-0.14430671261479727,26,0.03333333333333333,75.0867919921875
2017-03-31,2017-05-05,2017-05-08,PFE,Pharmaceutical Preparations,-0.20106738585275405,27,0.03333333333333333,20.916248321533203
2017-03-31,2017-05-05,2017-05-08,LMT,Guided Missiles & Space Vehicles & Parts,-0.2099824014414459,28,0.03333333333333333,214.89768981933597
2017-03-31,2017-05-05,2017-05-08,APD,Industrial Inorganic Chemicals,-0.2163197868714473,29,0.03333333333333333,117.38623046875
2017-03-31,2017-05-05,2017-05-08,HD,Retail-Lumber & Other Building Materials Dealers,-0.22849873888723718,30,0.03333333333333333,126.19630432128906
2017-06-30,2017-08-04,2017-08-07,LRCX,"Special Industry Machinery, NEC",7.952854161813643,1,0.03333333333333333,13.815511703491213
2017-06-30,2017-08-04,2017-08-07,NVDA,Semiconductors & Related Devices,7.599815364892427,2,0.03333333333333333,4.254078388214111
2017-06-30,2017-08-04,2017-08-07,AAPL,Electronic Computers,5.048192390001632,3,0.03333333333333333,36.84537506103516
2017-06-30,2017-08-04,2017-08-07,WMT,Retail-Variety Stores,1.9166467163659666,4,0.03333333333333333,23.47150421142578
2017-06-30,2017-08-04,2017-08-07,NEE,Electric Services,1.84511156982068,5,0.03333333333333333,29.55321311950684
2017-06-30,2017-08-04,2017-08-07,GILD,"Biological Products, (No Diagnostic Substances)",1.7815958846406985,6,0.03333333333333333,53.35750961303711
2017-06-30,2017-08-04,2017-08-07,BX,Investment Advice,1.1013147050910599,7,0.03333333333333333,23.6746768951416
2017-06-30,2017-08-04,2017-08-07,T,Telephone Communications (No Radiotelephone),1.044224338138166,8,0.03333333333333333,15.651543617248535
2017-06-30,2017-08-04,2017-08-07,AEP,Electric Services,1.0015756619966547,9,0.03333333333333333,52.08591842651367
2017-06-30,2017-08-04,2017-08-07,IBM,Computer & office Equipment,0.8954231757660451,10,0.03333333333333333,93.54955291748048
2017-06-30,2017-08-04,2017-08-07,C,National Commercial Banks,0.8937393137296645,11,0.03333333333333333,52.06050109863281
2017-06-30,2017-08-04,2017-08-07,AMZN,Retail-Catalog & Mail-Order Houses,0.742882508355734,12,0.03333333333333333,49.61349868774414
2017-06-30,2017-08-04,2017-08-07,VZ,Telephone Communications (No Radiotelephone),0.5182456838062259,13,0.03333333333333333,30.407026290893555
2017-06-30,2017-08-04,2017-08-07,ELV,Hospital & Medical Service Plans,0.5103872201198172,14,0.03333333333333333,169.50022888183594
2017-06-30,2017-08-04,2017-08-07,DUK,Electric & Other Services Combined,0.49708074970282234,15,0.03333333333333333,59.91518020629883
2017-06-30,2017-08-04,2017-08-07,AXP,Finance Services,0.41580407784221357,16,0.03333333333333333,76.31646728515625
2017-06-30,2017-08-04,2017-08-07,UNP,"Railroads, Line-Haul Operating",0.41374645954599737,17,0.03333333333333333,84.5956802368164
2017-06-30,2017-08-04,2017-08-07,QCOM,Radio & Tv Broadcasting & Communications Equipment,0.371395197457932,18,0.03333333333333333,41.70924377441406
2017-06-30,2017-08-04,2017-08-07,RTX,Aircraft Engines & Engine Parts,0.3125006043580775,19,0.03333333333333333,60.89532470703125
2017-06-30,2017-08-04,2017-08-07,ORCL,Services-Prepackaged Software,0.25367802695539965,20,0.03333333333333333,43.58922958374024
2017-06-30,2017-08-04,2017-08-07,INTC,Semiconductors & Related Devices,0.241508195831326,21,0.03333333333333333,30.402666091918945
2017-06-30,2017-08-04,2017-08-07,CSCO,Computer Communications Equipment,0.15870046257920065,22,0.03333333333333333,24.588911056518555
2017-06-30,2017-08-04,2017-08-07,TMUS,Radiotelephone Communications,0.12004293315404335,23,0.03333333333333333,61.78488159179688
2017-06-30,2017-08-04,2017-08-07,AMGN,"Biological Products, (No Diagnostic Substances)",0.011123183493211834,24,0.03333333333333333,133.05990600585938
2017-06-30,2017-08-04,2017-08-07,HD,Retail-Lumber & Other Building Materials Dealers,-0.02350090663925508,25,0.03333333333333333,124.0616683959961
2017-06-30,2017-08-04,2017-08-07,UPS,Trucking & Courier Services (No Air),-0.08133330771006402,26,0.03333333333333333,78.73947143554688
2017-06-30,2017-08-04,2017-08-07,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",-0.08626689671364937,27,0.03333333333333333,72.36834716796875
