bbs_seq,cycle_or_reg_dt,event_sub_class,attempt_type,url_template_or_call,observed_result,blocker_class,attempted_at_utc
330,2014-10-22,special_change_pre_2017_naming,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
330,2014-10-22,special_change_pre_2017_naming,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
330,2014-10-22,special_change_pre_2017_naming,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
362,2014-12-16,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
362,2014-12-16,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
362,2014-12-16,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
362,2014-12-16,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
367,2014-12-26,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
367,2014-12-26,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
367,2014-12-26,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
367,2014-12-26,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
368,2015-01-12,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
368,2015-01-12,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
368,2015-01-12,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
368,2015-01-12,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
381,2015-03-26,special_change_pre_2017_naming,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
381,2015-03-26,special_change_pre_2017_naming,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
381,2015-03-26,special_change_pre_2017_naming,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
381,2015-03-26,special_change_pre_2017_naming,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
397,2015-06-22,special_deletion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
397,2015-06-22,special_deletion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
397,2015-06-22,special_deletion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
397,2015-06-22,special_deletion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
407,2015-07-27,special_deletion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
407,2015-07-27,special_deletion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
407,2015-07-27,special_deletion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
407,2015-07-27,special_deletion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
409,2015-08-18,special_deletion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
409,2015-08-18,special_deletion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
409,2015-08-18,special_deletion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
409,2015-08-18,special_deletion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
410,2015-08-19,special_change_pre_2017_naming,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
410,2015-08-19,special_change_pre_2017_naming,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
410,2015-08-19,special_change_pre_2017_naming,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
410,2015-08-19,special_change_pre_2017_naming,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
450,2016-03-11,special_change_pre_2017_naming,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
450,2016-03-11,special_change_pre_2017_naming,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
450,2016-03-11,special_change_pre_2017_naming,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
450,2016-03-11,special_change_pre_2017_naming,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
480,2016-10-12,supplemental_intra_period_change,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
480,2016-10-12,supplemental_intra_period_change,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
480,2016-10-12,supplemental_intra_period_change,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
480,2016-10-12,supplemental_intra_period_change,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
484,2016-10-28,supplemental_intra_period_change,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
484,2016-10-28,supplemental_intra_period_change,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
484,2016-10-28,supplemental_intra_period_change,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
484,2016-10-28,supplemental_intra_period_change,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
493,2016-12-14,supplemental_intra_period_change,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
493,2016-12-14,supplemental_intra_period_change,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
493,2016-12-14,supplemental_intra_period_change,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
493,2016-12-14,supplemental_intra_period_change,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
505,2017-03-30,special_deletion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
505,2017-03-30,special_deletion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
505,2017-03-30,special_deletion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
505,2017-03-30,special_deletion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
509,2017-05-23,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
509,2017-05-23,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
509,2017-05-23,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
509,2017-05-23,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
519,2017-07-28,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
519,2017-07-28,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
519,2017-07-28,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
519,2017-07-28,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
525,2017-10-24,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
525,2017-10-24,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
525,2017-10-24,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
525,2017-10-24,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
527,2017-11-21,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
527,2017-11-21,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
527,2017-11-21,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
527,2017-11-21,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
544,2018-03-06,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
544,2018-03-06,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
544,2018-03-06,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
544,2018-03-06,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
547,2018-03-07,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
547,2018-03-07,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
547,2018-03-07,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
547,2018-03-07,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
553,2018-04-20,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
553,2018-04-20,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
553,2018-04-20,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
553,2018-04-20,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
554,2018-05-23,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
554,2018-05-23,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
554,2018-05-23,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
554,2018-05-23,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
569,2018-06-21,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
569,2018-06-21,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
569,2018-06-21,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
569,2018-06-21,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
578,2018-08-23,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
578,2018-08-23,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
578,2018-08-23,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
578,2018-08-23,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
