pre_defect_id,pre_classification,pre_severity,file_path,line_number,column_name,patch_status,patch_evidence,post_rescan_classification,still_in_post_rescan_defect_ledger
QENF_00121,INVALID_ROW_LEAK,high,src/ops/nav_update.py,84,daily_return,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00122,INVALID_ROW_LEAK,high,src/ops/nav_update.py,85,daily_return,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00123,INVALID_ROW_LEAK,high,src/ops/nav_update.py,90,daily_return,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00124,INVALID_ROW_LEAK,high,src/ops/nav_update.py,91,daily_return,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review.",INVALID_ROW_LEAK,true
QENF_00125,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,44,동적유니버스포함,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00126,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,45,시가총액추정,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00127,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,46,KRX종가,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00128,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,47,외국인순매매량,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00129,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,48,외국인순매수금액추정,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00130,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,54,동적유니버스포함,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00131,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,149,시가총액추정,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00132,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,156,시가총액추정,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00133,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,159,시가총액추정,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00134,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,384,시가총액추정,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00135,MISSING_GUARD,medium,scripts/fetch_kis_sector_snapshot.py,386,시가총액추정,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00136,MISSING_GUARD,medium,scripts/host_data_collection.py,185,시가,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00137,MISSING_GUARD,medium,scripts/host_data_collection.py,186,고가,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00138,MISSING_GUARD,medium,scripts/host_data_collection.py,187,저가,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00139,MISSING_GUARD,medium,scripts/host_data_collection.py,188,종가,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00140,MISSING_GUARD,medium,scripts/host_data_collection.py,189,거래량,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00141,MISSING_GUARD,medium,scripts/host_data_collection.py,191,Change,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00142,MISSING_GUARD,medium,scripts/host_data_collection.py,197,KRX종가,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
QENF_00143,MISSING_GUARD,medium,scripts/host_data_collection.py,197,종가,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only,MISSING_GUARD,true
